id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
56,"Theo Nghị định 06/2021/NĐ-CP ngày 26/01/2021, nội dung nhật ký thi công xây dựng bao gồm các thông tin chủ yếu nào sau đây?","Diễn biến điều kiện thi công (nhiệt độ, thời tiết và các thông tin liên quan); số lượng nhân công, thiết bị do nhà thầu thi công xây dựng huy động để thực hiện thi công tại hiện trường; các công việc xây dựng được nghiệm thu hàng ngày trên công trường."," Các kiến nghị của nhà thầu thi công xây dựng, giám sát thi công xây dựng; Mô tả chi tiết các sự cố, hư hỏng, tai nạn lao động, các vấn đề phát sinh khác và biện pháp khắc phục, xử lý trong quá trình thi công xây dựng công trình (nếu có).",Những ý kiến về việc giải quyết các vấn đề phát sinh trong quá trình thi công xây dựng của các bên có liên quan.,Tất cả các nội dung trên.,4,Phụ lục IIa Nghị định 06/2021/NĐ-CP ngày 26/01/2021 
57,Cá nhân được cấp chứng chỉ hành nghề định giá xây dựng được chủ trì thực hiện các công việc về quản lý chi phí đầu tư xây dựng nào sau đây?,"Lập, thẩm tra tổng mức đầu tư xây dựng; phân tích rủi ro và đánh giá hiệu quả đầu tư của dự án.","Lập, thẩm tra hồ sơ thanh toán, quyết toán vốn đầu tư xây dựng, quy đổi vốn đầu tư công trình xây dựng sau khi hoàn thành được nghiệm thu bàn giao đưa vào sử dụng."," Xác định, thẩm tra dự toán xây dựng.",Cả 3 đáp án trên đều đúng.,4,Khoản 1 Điều 84 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
58,Quyết định phê duyệt dự án đầu tư xây dựng công trình không bao gồm nội dung nào sau đây?,Chứng chỉ hoạt động xây dựng của nhà thầu lập thiết kế cơ sở,Người quyết định đầu tư,Chủ đầu tư,Số bước thiết kế,1,Khoản 3 Điều 22 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
59,Quyết định phê duyệt dự án đầu tư xây dựng công trình bao gồm nội dung nào sau đây?,Người quyết định đầu tư; Chủ đầu tư,"Mục tiêu, quy mô đầu tư xây dựng",Tổng mức đầu tư; giá trị các khoản mục chi phí trong tổng mức đầu tư,Cả 3 đáp án trên đều đúng,4,Khoản 3 Điều 22 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
60,Quyết định phê duyệt thiết kế xây dựng triển khai sau thiết kế cơ sở của chủ đầu tư không bao gồm nội dung nào sau đây?,Tổ chức tư vấn lập Báo cáo nghiên cứu khả thi ,Tên dự án,"Loại, cấp công trình",Địa điểm xây dựng,1,Khoản 1 Điều 48 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
61,Quyết định phê duyệt thiết kế xây dựng triển khai sau thiết kế cơ sở của chủ đầu tư bao gồm nội dung nào sau đây?,Tên dự án,"Loại, cấp công trình",Đơn vị thẩm tra thiết kế xây dựng,Cả 3 đáp án trên đều đúng,4,Khoản 1 Điều 48 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
62,Chi phí thẩm tra thiết kế xây dựng xác định theo định mức (chưa bao gồm thuế GTGT) tối thiểu không nhỏ hơn giá trị bao nhiêu?,Không nhỏ hơn 2.000.000 đồng,Không nhỏ hơn 3.000.000 đồng,Không nhỏ hơn 5.000.000 đồng,Không nhỏ hơn 10.000.000 đồng,1,Bảng 2.16 Phụ lục VIII Thông tư 12/2021/TT-BXD ngày 31/8/2021
63,Trường hợp dự án có yêu cầu phải thẩm tra thiết kế công nghệ của dự án thì chi phí thẩm tra thiết kế công nghệ bổ sung bằng bao nhiêu phần trăm (%) của chi phí thẩm tra báo cáo nghiên cứu khả thi?,20%,25%,30%,50%,1,Bảng 2.15 Phụ lục VIII Thông tư 12/2021/TT-BXD ngày 31/8/2021
64,"Chi phí lập Hồ sơ mời thầu bằng bao nhiêu phần trăm (%) chi phí lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu mua sắm vật tư thiết bị tính theo định mức trong thông tư 12/2021/TT-BXD?",45%,50%,55%,70%,1,Bảng 2.20 Phụ lục VIII Thông tư 12/2021/TT-BXD ngày 31/8/2021
65,"Chi phí đánh giá hồ sơ dự thầu bằng bao nhiêu phần trăm (%) chi phí lập hồ sơ mời thầu, đánh giá hồ sơ dự thầu mua sắm vật tư thiết bị tính theo định mức trong thông tư 12/2021/TT-BXD?",55%,60%,65%,70%,1,Bảng 2.20 Phụ lục VIII Thông tư 12/2021/TT-BXD ngày 31/8/2021
66,"Theo quy định hiện hành, Phương án kỹ thuật khảo sát xây dựng bao gồm nội dung nào sau đây?","Thành phần, khối lượng công tác khảo sát xây dựng","Phương pháp, thiết bị khảo sát và phòng thí nghiệm được sử dụng",Tiến độ thực hiện,"Tất cả các đáp án 1, 2 và 3 đều dúng",4,"Khoản 2, Điều 31 Nghị định 175/2024/NĐ-CP ngày 30/12/2024"
67,"Theo quy định hiện hành, Nhiệm vụ khảo sát xây dựng bao gồm nội dung nào sau đây?",Mục đích khảo sát xây dựng,Phạm vi khảo sát xây dựng,"Yêu cầu về việc áp dụng tiêu chuẩn, quy chuẩn kỹ thuật về khảo sát xây dựng","Tất cả các đáp án 1, 2 và 3 đều dúng",4,"Khoản 4, Điều 30 Nghị định 175/2024/NĐ-CP ngày 30/12/2024"
68,"Theo quy định hiện hành, Nhiệm vụ khảo sát xây dựng không bao gồm nội dung nào sau đây?",Mục đích khảo sát xây dựng,"Phương pháp, thiết bị khảo sát và phòng thí nghiệm được sử dụng",Thời gian thực hiện khảo sát xây dựng,Phạm vi khảo sát xây dựng,2,Khoản 4 Điều 30 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
69,Chủ thể nào sau đây có trách nhiệm lập nhật ký thi công xây dựng công trình?,Chủ đầu tư,Nhà thầu thiết kế xây dựng,Nhà thầu thi công xây dựng xây dựng,Nhà thầu tư vấn giám sát,3,Phụ lục IIa Nghị định 06/2021/NĐ-CP ngày 26/01/2021 
70,"Theo Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024, diện tích sử dụng của kho tiền (chưa bao gồm gian đệm) đối với Chi nhánh trong hệ thống Agribank được quy định như thế nào?",Tối thiểu 40 m²,Tối thiểu 20 m²,Tối thiểu 30 m²,Tối thiểu 25 m²,2,"Điểm 1 , mục I Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024"
71,"Theo Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024, diện tích sử dụng của kho tiền (chưa bao gồm gian đệm) đối với Phòng Giao dịch trong hệ thống Agribank được quy định như thế nào?",Tối thiểu 20 m²,Tối thiểu 15 m²,Tối thiểu 12 m²,,3,"Điểm 1 , mục I Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024"
72,"Theo Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024, diện tích kho tiền trong hệ thống Agribank được quy định như thế nào sau đây là đúng?",Diện tích sử dụng tối thiểu của kho tiền (chưa bao gồm gian đệm): 20m² đối với Chi nhánh,Diện tích sử dụng tối thiểu của kho tiền (chưa bao gồm gian đệm): 12m² đối với Phòng Giao dịch,Đáp án 1 và 2 đều đúng,,3,"Điểm 1 , mục I Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024"
73,"Theo Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024, tiêu chuẩn kỹ thuật của kho tiền đối với Phòng Giao dịch trong hệ thống Agribank được quy định như thế nào sau đây là đúng?",Độ đày tường kho bằng bê tông cốt thép là 250mm,Độ đày bê tông cốt thép trần kho là 200mm,Độ dày bê tông cốt thép nền kho là 300mm,Đáp án 1 và 2 đúng,4,Phụ lục số 01/KQ Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024
74,"Theo Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024, bê tông cốt thép tường kho tiền đối với Phòng giao dịch trong hệ thống Agribank mác bao nhiêu?",Mác 300,Mác 250,Mác 350,,2,Phụ lục số 01/KQ Văn bản số 6132/NHNo-TTKQ ngày 09/5/2024
75,Luật Xây dựng số 50/2014/QH13 ban hành ngày 18/6/2014 có hiệu lực từ ngày nào?,06/01/2015,01/01/2015,04/01/2015,,2,Điều 167 Luật Xây dựng ngày 18/6/2014
76,"Theo Quy định 4277/QĐ-NHNo-QLĐT ngày 17/12/2024 của Tổng Giám đốc, đối với Hợp đồng tư vấn giám sát, tư vấn quản lý dự án thanh toán trên cơ sở  nào?", Thanh toán trên cơ sở khối lượng xây lắp hoặc tiến độ thực hiện dự án,Theo đề xuất của Ban điều hành dự án,Theo đề xuất của nhà thầu,,1,"Điểm b, Khoản 3 Điều 37  Quy định 4277/QĐ-NHNo-QLĐT ngày 17/12/2024"
77,"Theo Quy định 4277/QĐ-NHNo-QLĐT ngày 17/12/2024 của Tổng Giám đốc, đối với Hợp đồng thi công xây dựng, lắp đặt thiết bị, sau khi nhà thầu hoàn thành toàn bộ khối lượng gói thầu, chủ đầu tư thanh toán đến bao nhiêu % giá trị khối lượng hoàn thành theo hợp đồng đã được nghiệm thu, sau khi đã giảm trừ tiền tạm ứng?",100%,90%,95%,,2,Điểm a Khoản 3 Điều 37  Quy định 4277/QĐ-NHNo-QLĐT ngày 17/12/2024
78,Tờ trình gửi cơ quan chuyên môn về xây dựng để trình thẩm định Báo cáo nghiên cứu khả thi đầu tư xây dựng bao gồm nội dung nào sau đây?,Loại và cấp công trình chính,Địa điểm xây dựng,Giá trị tổng mức đầu tư,"Cả 3 đáp án 1, 2, 3 đều đúng",4,Mẫu số 01 Phụ lục I Nghị định 175/2024/NĐ-CP ngày 30/12/2024
79,Hồ sơ gửi kèm Tờ trình gửi cơ quan chuyên môn về xây dựng để trình thẩm định Báo cáo nghiên cứu khả thi đầu tư xây dựng bao gồm nội dung nào sau đây?,Thiết kế cơ sở bao gồm bản vẽ và thuyết minh,"Mã số chứng chỉ hành nghề hoạt động của các chức danh chủ nhiệm khảo sát xây dựng; chủ nhiệm, chủ trì các bộ môn thiết kế; chủ nhiệm chủ trì thẩm tra",Hồ sơ khảo sát xây dựng phục vụ lập dự án,"Cả 3 đáp án 1, 2, 3 đều đúng",4,"Khoản 2, Điều 17 Nghị định 175/2024/NĐ-CP ngày 30/12/2024"
80,Tờ trình gửi cơ quan chuyên môn về xây dựng để trình thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở bao gồm nội dung nào sau đây?,Giá trị tổng mức đầu tư,Người quyết định đầu tư,"Tên chủ đầu tư và các thông tin để liên lạc (điện thoại, địa chỉ...)",,3,Mẫu số 08 Phụ lục I Nghị định 175/2024/NĐ-CP ngày 30/12/2024
81,Hồ sơ gửi kèm Tờ trình gửi cơ quan chuyên môn về xây dựng để trình thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở bao gồm nội dung nào sau đây?,Văn bản thông báo kết quả thẩm định của cơ quan chuyên môn về xây dựng và hồ sơ bản vẽ thiết kế cơ sở được đóng dấu xác nhận kèm theo (nếu có),Hồ sơ thiết kế xây dựng bao gồm thuyết minh và bản vẽ,Thuyết minh báo cáo nghiên cứu khả thi,Đáp án 1 và 2 đều đúng,4,Khoản 2 Điều 45 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
82,"Theo Quy định số 4277/QyĐ-NHNo-QLĐT ngày 17/12/2024, Trường hợp phải xin cấp phép xây dựng, đơn vị nào thực hiện xin cấp phép xây dựng?", Đơn vị kế hoạch/Ban Quản lý đầu tư xây dựng khu vực,Ban điều hành dự án,Chi nhánh được xây dựng công trình,Ban Quản lý đầu tư nội ngành,1," Khoản 2, Điều 23, Quy định 4277/QyĐ-NHNo-QLĐT ngày 17/12/2024"
83,Thời gian thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở của cơ quan chuyên môn về xây dựng tính từ ngày nhận đủ hồ sơ hợp lệ được quy định như thế nào là đúng trong các trường hợp dưới đây?,Không quá 40 ngày đối với công trình cấp I và cấp đặc biệt ,Không quá 30 ngày đối với công trình cấp II và cấp III ,Đáp án 1 và 2 đều đúng,,3,Khoản 9 Điều 47 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
84,"Đối với công trình cấp I và cấp đặc biệt, quy định về thời gian thẩm định thiết kế xây dựng triển khai sau thiết kế cơ sở của cơ quan chuyên môn về xây dựng tính từ ngày nhận đủ hồ sơ hợp lệ như thế nào là đúng trong các trường hợp dưới đây?",Không quá 60 ngày,Không quá 40 ngày,Không quá 45 ngày,Không quá 90 ngày,2,Khoản 9 Điều 47 Nghị định 175/2024/NĐ-CP ngày 30/12/2024
85,"Theo Nghị định số: 10/2021/NĐ-CP, chi phí giám sát thi công xây dựng, lắp đặt thiết bị thuộc khoản mục chi phí nào trong Tổng mức đầu tư dự án?",Chi phí quản lý dự án.,Chi phí tư vấn đầu tư xây dựng công trình.,Chi phí khác.,Chi phí xây dựng.,2,Điều 31 Nghị định 10/2021/NĐ-CP ngày 09/02/2021
86,"Theo Nghị định số: 10/2021/NĐ-CP, chi phí thẩm tra thiết kế xây dựng công trình, dự toán xây dựng thuộc khoản mục chi phí nào trong Tổng mức đầu tư dự án? ",Chi phí tư vấn đầu tư xây dựng công trình.,Chi phí quản lý dự án.,Chi phí khác.,Chi phí xây dựng.,1,Điều 31 Nghị định 10/2021/NĐ-CP ngày 09/02/2021
87,"Theo Nghị định số: 10/2021/NĐ-CP, chi phí thực hiện khảo sát xây dựng thuộc khoản mục chi phí nào trong Tổng mức đầu tư dự án?",Chi phí thiết bị.,Chi phí xây dựng.,Chi phí khác.,Chi phí tư vấn đầu tư xây dựng công trình.,4,Điều 31 Nghị định 10/2021/NĐ-CP ngày 09/02/2021
88,"Trong hoạt động xây dựng, đối với cá nhân có trình độ đại học, có trình độ chuyên môn phù hợp, có thời gian kinh nghiệm tham gia công việc phù hợp với nội dung đề nghị cấp chứng chỉ hành nghề sau thời gian bao nhiêu được cấp chứng chỉ hành nghề hạng III?", Từ 03 năm trở lên,Từ 02 năm trở lên,Từ 05 năm trở lên,Từ 07 năm trở lên,2,Khoản 2 Điều 79  Nghị định 175/2024/NĐ-CP ngày 30/12/2024
89,"Trong hoạt động xây dựng, đối với cá nhân có trình độ cao đẳng, chuyên môn phù hợp, có thời gian kinh nghiệm tham gia công việc phù hợp với nội dung đề nghị cấp chứng chỉ hành nghề thì thời gian bao lâu được cấp chứng chỉ hành nghề hạng III?", Từ 03 năm trở lên,Từ 04 năm trở lên,Từ 05 năm trở lên,Từ 07 năm trở lên,1,Khoản 2 Điều 79  Nghị định 175/2024/NĐ-CP ngày 30/12/2024
90,"Trong hoạt động xây dựng, đối với cá nhân có  trình độ đại học thuộc chuyên ngành phù hợp, có thời gian kinh nghiệm tham gia công việc phù hợp với nội dung đề nghị cấp chứng chỉ hành nghề thì sau thời gian từ bao nhiêu năm trở lên được cấp chứng chỉ hành nghề hạng I?",07 năm ,08 năm ,09 năm ,10 năm ,1,Khoản 2 Điều 79  Nghị định 175/2024/NĐ-CP ngày 30/12/2024
91,"Theo quy định, trong hoạt động xây dựng, chứng chỉ hành nghề Khảo sát xây dựng, Thiết kế xây dựng, Giám sát thi công xây dựng có mấy hạng?","03 hạng (Hạng I, Hạng II, Hạng III)","04 hạng (Hạng I, Hạng II, Hạng III, Hạng IV)","05 hạng (Hạng I, Hạng II, Hạng III, Hạng IV, Hạng đặc biệt)",,1,"Căn cứ Điều 80,82,83 Nghị định 175/2024/NĐ-CP ngày 30/12/2024"
92,"Đối với dự án đầu tư xây dựng sử dụng vốn nhà nước ngoài đầu tư công, cơ quan chuyên môn về xây dựng thẩm định Báo cáo nghiên cứu khả thi đầu tư xây dựng đối với dự án nào sau đây?",Dự án có quy mô nhóm B trở lên.,"Dự án có công trình ảnh hưởng lớn đến an toàn, lợi ích cộng đồng.",Tất cả các nội dung trên.,,3,"Khoản 2, Điều 16 Nghị định 175/2024/NĐ-CP ngày 30/12/2024"
93,"Theo quy định về thực hiện bảo trì công trình xây dựng, sửa chữa công trình bao gồm?","Sửa chữa định kỳ công trình bao gồm sửa chữa hư hỏng hoặc thay thế bộ phận công trình, thiết bị lắp đặt vào công trình bị hư hỏng được thực hiện định kỳ theo quy định của quy trình bảo trì.","Sửa chữa đột xuất công trình được thực hiện khi bộ phận công trình, công trình bị hư hỏng do chịu tác động đột xuất như gió, bão, lũ lụt, động đất, va đập, cháy và những tác động đột xuất khác hoặc khi bộ phận công trình, công trình có biểu hiện xuống cấp ảnh hưởng đến an toàn sử dụng, vận hành, khai thác công trình.","Sửa chữa định kỳ công trình bao gồm sửa chữa hư hỏng hoặc thay thế bộ phận công trình, thiết bị lắp đặt vào công trình bị hư hỏng được thực hiện định kỳ theo quy định của quy trình bảo trì; Sửa chữa đột xuất công trình được thực hiện khi bộ phận công trình, công trình bị hư hỏng do chịu tác động đột xuất như gió, bão, lũ lụt, động đất, va đập, cháy và những tác động đột xuất khác hoặc khi bộ phận công trình, công trình có biểu hiện xuống cấp ảnh hưởng đến an toàn sử dụng, vận hành, khai thác công trình.",,3,"Khoản 4, Điều 33  Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ"
94,"Đối với công trình từ cấp II trở lên, sử dụng vốn đầu tư công hoặc vốn nhà nước ngoài đầu tư công, chủ đầu tư chỉ được phép quyết toán hợp đồng thi công xây dựng khi nào?",Sau khi có văn bản chấp thuận kết quả  kiểm tra công tác nghiệm thu trong quá trình thi công và khi hoàn thành thi công xây dựng công trình của cơ quan nhà nước có thẩm quyền.,"Được đơn vị thi công, đơn vị tư vấn giám sát, đơn vị tư vấn quản lý dự án nghiệm thu hoàn thành thi công xây dựng.",Được cơ quan PCCC nghiệm thu về PCCC.,"Được Chủ đầu tư, tư vấn giám sát, tư vấn quản lý dự án nghiệm thu.",1,"Khoản 3, Điều 23  Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và Phụ lục III Nghị định 144/2025/NĐ-CP ngày 12/6/2025"
95,"Theo quy định Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và quản lý chất lượng công trình xây dựng, quản lý tiến độ thi công xây dựng gồm nội dung nào?","Công trình xây dựng trước khi triển khai thi công phải được nhà thầu lập tiến độ thi công xây dựng phù hợp với thời gian thực hiện hợp đồng và tiến độ tổng thể của dự án, được chủ đầu tư chấp thuận. Đối với công trình xây dựng có quy mô lớn và thời gian thi công kéo dài thì tiến độ xây dựng công trình được lập cho từng giai đoạn theo tháng, quý, năm.","Chủ đầu tư, bộ phận giám sát thi công xây dựng của chủ đầu tư, nhà thầu thi công xây dựng và các bên có liên quan có trách nhiệm theo dõi, giám sát tiến độ thi công xây dựng công trình và điều chỉnh tiến độ trong trường hợp tiến độ thi công xây dựng ở một số giai đoạn bị kéo dài nhưng không được làm ảnh hưởng đến tiến độ tổng thể của dự án.",Trường hợp xét thấy tiến độ thi công xây dựng tổng thể của công trình bị kéo dài thì chủ đầu tư phải báo cáo người quyết định đầu tư quyết định điều chỉnh tiến độ tổng thể.,Tất cả các nội dung trên.,4,Điều 18 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ
96,"Theo Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024, Tổng Giám đốc thực hiện quyền và trách nhiệm của Chủ đầu tư đối với dự án có tổng mức đầu tư với giá trị bao nhiêu?",Từ 15 tỷ đồng đến dưới 800 tỷ đồng,Từ 20 tỷ đồng đến dưới 800 tỷ đồng,Từ 45 tỷ đồng đến dưới 800 tỷ đồng,,1,"Khoản 7, Điều 15 Quy chế 1399/QĐ-HĐTV-QLĐT ngày 02/12/2024"
97,"Theo Quy định số 4277/QyĐ-NHNo-QLĐT ngày 12/12/2024, Agribank thu hồi hết giá trị tạm ứng khi giá trị thanh toán đạt bao nhiêu % giá hợp đồng đã ký kết?",80%,85%,90%,95%,1,Khoản 4 Điều 36 Quy định số 4277/QyĐ-NHNo-QLĐT ngày 12/12/2024
98,"Theo quy định Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và quản lý chất lượng công trình xây dựng, quản lý khối lượng thi công xây dựng gồm nội dung nào?","Việc thi công xây dựng công trình phải được thực hiện theo hồ sơ thiết kế được duyệt. 
Nghiêm cấm việc khai khống, khai tăng khối lượng hoặc thông đồng giữa các bên tham gia dẫn đến làm sai khối lượng thanh toán.","Khối lượng thi công xây dựng được tính toán, xác nhận giữa người giám sát thi công xây dựng của chủ đầu tư, nhà thầu thi công xây dựng theo thời gian hoặc giai đoạn thi công và được đối chiếu với khối lượng thiết kế được duyệt để làm cơ sở nghiệm thu, thanh toán theo hợp đồng.","Khi có khối lượng phát sinh ngoài thiết kế, dự toán xây dựng công trình được duyệt thì chủ đầu tư, giám sát thi công xây dựng của chủ đầu tư, tư vấn thiết kế và nhà thầu thi công xây dựng phải xem xét để xử lý. Khối lượng phát sinh được chủ đầu tư hoặc người quyết định đầu tư chấp thuận, phê duyệt là cơ sở để thanh toán, quyết toán hợp đồng thi công xây dựng công trình.",Tất cả các nội dung trên.,4,Điều 17 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ
99,"Theo quy định Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và quản lý chất lượng công trình xây dựng, các chủ thể có liên quan trực tiếp đến hoạt động xây dựng công trình bao gồm chủ thể nào?","Chủ đầu tư, đại diện chủ đầu tư (nếu có).","Nhà thầu thi công xây dựng; Nhà thầu cung ứng sản phẩm xây dựng, vật liệu xây dựng, cấu kiện, thiết bị lắp đặt vào công trình.","Các nhà thầu tư vấn gồm: khảo sát, thiết kế, quản lý dự án, giám sát, thí nghiệm, kiểm định và các nhà thầu tư vấn khác.",Bao gồm các chủ thể trên.,4,Khoản 1 Điều 7 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ
100,"Trong quá trình thực hiện hợp đồng, trường hợp nhà thầu có đề nghị thay đổi các hàng hóa có phiên bản sản xuất, năm sản xuất mới hơn so với hàng hóa ghi trong hợp đồng thì căn cứ nhu cầu sử dụng, chủ đầu tư được chấp thuận đề xuất của nhà thầu nếu đáp ứng đầy đủ các điều kiện nào sau đây?","Được nhà thầu thông báo bằng văn bản cho chủ đầu tư, Hàng hóa thay thế và hàng hóa ghi trong hợp đồng thuộc cùng hãng sản xuất và có cùng xuất xứ, Hàng hóa thay thế có tính năng kỹ thuật, cấu hình, thông số và các yêu cầu kỹ thuật khác tương đương hoặc tốt hơn hàng hóa ghi trong hợp đồng, Phù hợp với nhu cầu sử dụng, Đơn giá của hàng hóa không vượt đơn giá ghi trong hợp đồng.",Hàng hóa thay thế và hàng hóa ghi trong hợp đồng không cần thuộc cùng hãng sản xuất và có cùng xuất xứ.,"Các vật liệu, sản phẩm, cấu kiện, thiết bị được thay thế phải được chủ đầu tư chấp thuận, phê duyệt theo quy định của hợp đồng.","Đơn vị thi công, tư vấn giám sát, đơn vị tư vấn quản lý dự án tự thay đổi.",1,Khoản 6 Điều 12 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và Khoản 27 Điều 140 Nghị định 214/2025/NĐ-CP  
101,"Theo quy định Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và quản lý chất lượng công trình xây dựng, đâu là nội dung đúng, đủ về Hồ sơ hoàn thành công trình?","Hồ sơ hoàn thành công trình là tập hợp các hồ sơ, tài liệu có liên quan tới quá trình đầu tư xây dựng công trình cần được lưu lại khi đưa công trình vào sử dụng.","Hồ sơ hoàn thành công trình là  hồ sơ bản vẽ hoàn công công trình, nhật ký thi công.","Hồ sơ hoàn thành công trình là hồ sơ quản lý chất lượng công trình, các quy định về vật liệu.",Hồ sơ hoàn thành công trình là quyết toán giá trị hoàn thành công trình.,1,Khoản 5 Điều 2 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ
102,"Theo quy định Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ và quản lý chất lượng công trình xây dựng, đâu là nội dung đúng, đủ về Thời hạn sử dụng theo thiết kế của công trình (tuổi thọ thiết kế)?","Thời hạn sử dụng theo thiết kế của công trình (tuổi thọ thiết kế) là khoảng thời gian công trình được dự kiến sử dụng, đảm bảo yêu cầu về an toàn và công năng sử dụng. Thời hạn sử dụng theo thiết kế của công trình được quy định trong quy chuẩn kỹ thuật, tiêu chuẩn áp dụng có liên quan, nhiệm vụ thiết kế xây dựng công trình.","Thời hạn sử dụng theo thiết kế của công trình (tuổi thọ thiết kế) là khoảng thời gian công trình được sử dụng thực tế, đảm bảo các yêu cầu về an toàn và công năng sử dụng.",Thời hạn sử dụng theo thiết kế của công trình (tuổi thọ thiết kế) là khoảng thời gian công trình được dự kiến sử dụng đến khi phá dỡ công trình.,Thời hạn sử dụng theo thiết kế của công trình (tuổi thọ thiết kế) là thời gian chủ đầu tư quy định khi bàn giao đưa vào sử dụng.,1,Khoản 15 Điều 2 Nghị định  số 06/2021/NĐ-CP ngày 26 tháng 01 năm 2021 của Chính phủ
103,"Theo Quyết định 4277/QĐ-HĐTV-QLĐT ngày 17/12/2020, đối với các dự án có tổng mức đầu tư từ 15 tỷ đồng trở lên, chủ thể nào có trách nhiệm phê duyệt hồ sơ thanh toán?",Hội đồng thành viên,Tổng Giám đốc Agribank,Ban Tài chính kế toán,Đơn vị kế hoạch,2,Khoản 5 Điều 36  4277/QĐ-HĐTV-QLĐT ngày 17/12/2020
104,"Theo quy định về pháp luật xây dựng, thiết kế xây dựng công trình phải đáp ứng các yêu cầu gì?","Đáp ứng yêu cầu của nhiệm vụ thiết kế; phù hợp với nội dung dự án đầu tư xây dựng được duyệt, quy hoạch xây dựng, cảnh quan kiến trúc, điều kiện tự nhiên, văn hóa - xã hội tại khu vực xây dựng.","Tuân thủ tiêu chuẩn áp dụng, quy chuẩn kỹ thuật, quy định của pháp luật về sử dụng vật liệu xây dựng, đáp ứng yêu cầu về công năng sử dụng, công nghệ áp dụng (nếu có); bảo đảm an toàn chịu lực, an toàn trong sử dụng, mỹ quan, bảo vệ môi trường.",Có giải pháp thiết kế phù hợp và chi phí xây dựng hợp lý; bảo đảm đồng bộ trong từng công trình và với các công trình liên quan.,Cả 3 đáp án đều đúng.,4,Điều 79 Luật Xây dựng số 50/2014/QH13
105,"Theo quy định về pháp luật xây dựng, Chủ đầu tư có trách nhiệm nào sau đây?",Tổ chức lập nhiệm vụ thiết kế kiến trúc và thiết kế kiến trúc.,Tổ chức thiết kế kiến trúc.,"Đánh giá, nghiệm thu hồ sơ thiết kế kiến trúc.",Cả 3 đáp án đều đúng.,4,"Điều 12 Luật Kiến trúc số 40/2019/QH14; Khoản 27 Điều 1 Luật số 62/2020/QH14 sửa đổi, bổ sung Điều 85 Luật Xây dựng số 50/2014/QH13"
106,Cơ quan nào có trách nhiệm lấy ý kiến của các cơ quan quản lý Nhà nước về những lĩnh vực có liên quan đến dự án đầu tư xây dựng trong quá trình thẩm định?,"Cơ quan chủ trì thẩm định dự án đầu tư, thẩm định thiết kế cơ sở",Cơ quan chuyên môn về xây dựng,Chủ đầu tư,,1,"Các khoản 13, 14, 15, 24 Điều 1 Luật số 62/2020/QH14 sửa đổi, bổ sung các Điều 56, 57, 58, 82 Luật Xây dựng số 50/2014/QH13"
