id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
106,Khách hàng phải làm gì để khóa/hủy dịch vụ ngân hàng điện tử?,Đến bất kỳ chi nhánh nào của Agribank để hủy dịch vụ.,Đến chi nhánh đăng ký dịch vụ để hủy dịch vụ.,Khóa/hủy dịch vụ khẩn cấp qua Tổng đài hỗ trợ khách hàng 24/7 của Trung tâm Chăm sóc khách hàng.,Tất cả các đáp án trên đều đúng.,4,Khoản 5 Điều 3 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024
107,"Trong các loại tài khoản sau, tài khoản nào vẫn được sử dụng dịch vụ tài chính qua ngân hàng điện tử",Tài khoản tạm khóa.,Tài khoản ở trạng thái không hoạt động.,Tài khoản đang ở trạng thái cầm cố.,Tài khoản ở trạng thái phong tỏa một phần.,4,Khoản 2 Điều 3 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024
108,Các dịch vụ hiện có của dịch vụ Agribank Plus,Dịch vụ tài chính.,Dịch vụ phi tài chính.,Các dịch vụ thẻ.,Tất cả các đáp án trên.,4,Khoản 1 Điều 4 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024
109,"Khi có khiếu nại về dịch vụ ngân hàng điện tử, khách hàng thực hiện qua các kênh nào tại Agribank?",Tại bất kỳ điểm giao dịch nào của Agribank trên toàn quốc.,Qua Tổng đài hỗ trợ khách hàng 24/7 và các kênh tiếp nhận yêu cầu hỗ trợ của Trung tâm Chăm sóc khách hàng.,Qua tổng đài hỗ trợ khách hàng của các đối tác hợp tác triển khai dịch vụ.,Đáp án 1 và 2 đều đúng.,4,Khoản 2 Điều 14 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024
110,Dịch vụ phi tài chính của dịch vụ SMS banking là dịch vụ nào?,Vấn tin số dư tài khoản; Sao kê 05 giao dịch gần nhất.,Chuyển khoản liên ngân hàng.,Chuyển khoản trong hệ thống Agribank.,Tất cả các đấp án trên đều đúng,1,"Tiết II, Điểm a, khoản 2 Điều 4 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024"
111,Trong các dịch vụ sau của Agribank dịch vụ nào là dịch vụ tài chính trên SMS Banking?,Tự động thông báo số dư; vấn tin số dư và liệt kê 5 giao dịch gần nhất.,ATransfer: Dịch vụ cho phép khách hàng chuyển khoản trong hệ thống Agribank.,Tra cứu thông tin; Quản lý đầu tư.,,2,"Tiết I, Điểm b, khoản 2 Điều 4 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024"
112,Khách hàng phải làm gì để hủy dịch vụ Agribank Plus?,Đến bất kỳ chi nhánh nào của Agribank để hủy dịch vụ.,Đến chi nhánh đăng ký dịch vụ để hủy dịch vụ.,Gọi điện đến Trung tâm chăm sóc khách hàng của Agribank để hủy dịch vụ trong trường hợp khẩn cấp.,Tất cả các đáp án trên đều đúng.,4,Khoản 5 Điều 3 Quyết định số 1228/QyĐ-NHNo-KHCN ngày 21/05/2024
113,Agribank cung cấp những gói dịch vụ nào cho khách hàng trên kênh Agribank eBanking?,Gói mặc định; Gói dịch vụ và Gói tùy chỉnh.,Gói dùng chung; Gói tiêu chuẩn; Gói cao cấp và Gói riêng biệt.,Gói dùng chung và Gói cao cấp; Gói tiêu chuẩn.,Gói cao cấp và Gói riêng biệt; Gói tiêu chuẩn.,1,"Phần I, Điều 4, khoản 1 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
114,Dịch vụ Agribank eBanking cung cấp cho khách hàng qua kênh nào?,Qua website tại địa chỉ: https://ebanking.agribank.com.vn,Qua ứng dụng (Agribank Corporate eBanking dành cho khách hàng tổ chức; Agribank Retail eBanking dành cho khách hàng cá nhân) được cài đặt trên điện thoại thông minh/máy tính bảng.,Qua website tại địa chỉ: https://ebanking.agribank.com.vn; và/hoặc Qua ứng dụng (Agribank Corporate eBanking dành cho khách hàng tổ chức; Agribank Retail eBanking dành cho khách hàng cá nhân) được cài đặt trên điện thoại thông minh/máy tính bảng,Qua website tại địa chỉ: https://ibank.agribank.com.vn; và/hoặc Qua ứng dụng (Agribank Corporate eBanking dành cho khách hàng tổ chức) được cài đặt trên điện thoại thông minh/máy tính bảng,3,"Phần I, Điều 2, khoản 2 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
115,Agribank quy định như thế nào về Tên đăng nhập dịch vụ Agribank eBanking?,Tên đăng nhập: là số điện thoại di động của khách hàng đăng ký sử dụng dịch vụ;,"Có độ dài tối thiểu 06 (sáu) ký tự; không có ký tự đặc biệt, không có dấu cách, không có dấu tiếng Việt.","Có độ dài tối thiểu 08 (tám) ký tự; không có ký tự đặc biệt, không có dấu cách, không có dấu tiếng Việt.","Có độ dài tối thiểu 06 (sáu) ký tự; không có ký tự đặc biệt, không có dấu cách, có dấu tiếng Việt.",2,"Phần I, Điều 5, khoản 1 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
116,Khách hàng có thể lập yêu cầu giao dịch có ngày hiệu lực trong tương lai trên hệ thống Agribank eBanking không?,Có,Không,,,1,"Phần I, Điều 8, khoản 2.1 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
117,Theo VB 4416/QTr-NHNo-NHS ngày 30/12/2024; Đối tượng nào quản lý thông tin ma trận phê duyệt (approval matrix) trên Agribank eBanking?,Chi nhánh,Khách hàng,Chi nhánh và khách hàng,Trung tâm CNTT,4,"Chương III, mục 2, điều 36, khoản 2 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
118,"Khách hàng Agribank eBanking được quyền tra soát, khiếu nại trong thời gian nào?",15 ngày,30 ngày,45 ngày,60 ngày,4,"Chương II, mục 4, điều 31, khoản 1 - Quy trình 4416/QTr-NHNo-NHS ngày 30/12/2024"
119,Agribank KHÔNG cung cấp dịch vụ ngân hàng điện tử trong trường hợp nào sau đây?,Tài khoản khách hàng hoạt động bình thường,Tài khoản tạm khóa hoặc phong tỏa,Tài khoản có giao dịch chuyển khoản liên ngân hàng,Tài khoản đang có số dư lớn,2,"Điều 3, Quy định 1228/QyĐ-NHNo-KHCN ngày 21/5/2024"
120,Khách hàng có được phép chỉnh sửa hoặc hủy các giao dịch đã thực hiện qua hệ thống điện tử của Agribank không?,"Có, nếu chưa quá 5 phút","Có, nếu giao dịch dưới 10 triệu đồng",Không được phép chỉnh sửa hoặc hủy,"Có, nếu gọi tổng đài trong 10 phút",3,"Điều 3, Quy định 1228/QyĐ-NHNo-KHCN ngày 21/5/2024"
121,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, khách hàng nhận tiền có thể nhận tiền tại:","Tại chi nhánh, phòng giao dịch cùng tỉnh, thành phố với chi nhánh chuyển tiền đi","Tại chi nhánh, phòng giao dịch khác tỉnh, thành phố với chi nhánh chuyển tiền đi","Tại bất kỳ chi nhánh, phòng giao dịch thuộc hệ thống Agribank.","Tại chi nhánh, phòng giao dịch  được chỉ định trên lệnh thanh toán",3,Khoản 6 Điều 2 QĐ 239/QĐ-NHNo-TTKH
122,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, Người nhận tiền cần xuất trình những loại giấy tờ tùy thân nào sau đây để nhận tiền?","Chứng minh nhân dân, căn cước công dân hoặc hộ chiếu còn hiệu lực.",Sổ hộ khẩu,Giấy phép lái xe,Tất cả các đáp án trên,1,Khoản 8 Điều 2 QĐ 239/QĐ-NHNo-TTKH
123,"Theo quy định tại Quyết định 239/QĐ-NHNo-TTKH của Agribank về quy trình dịch vụ Agripay, Chi nhánh chỉ được chi tiền cho người thụ hưởng khi nào?","Khách hàng cung cấp đầy đủ, chính xác mã số chuyển tiền",Khách hàng cung cấp giấy tờ tùy thân hợp lệ,"Khách hàng cung cấp đầy đủ, chính xác thông tin trên phiếu nhận tiền, mã số chuyển tiền và Giấy tờ tùy thân hợp lệ",,3,Khoản 3 Điều 3 QĐ 239/QĐ-NHNo-TTKH
124,"Theo Quyết định 333/QĐ-NHNo-TTKH về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, đồng tiền được phép gửi, rút tiền nhiều nơi bao gồm những đồng tiền nào?",VND,"VND, USD","VND, USD, EUR",VND và ngoại tệ được phép giao dịch,3,Khoản 3 Điều 1 QĐ1782/QĐ-NHNo-TTKH
125,"Theo Quyết định 205/QĐ-NHNo-TTKH về quy định cung ứng, quản lý và sử dụng dịch vụ kết nối thanh toán với khách hàng, khách hàng sử dụng dịch vụ là những đối tượng nào?",Cá nhân,"Tổ chức kinh tế,  cá nhân","Tổ chức kinh tế, Định chế tài chính được thành lập và hoạt động hợp pháp theo quy định của pháp luật Việt Nam",Không có đáp án nào đúng,3,Điểm b khoản 2 Điều 1 QĐ 205/QĐ-NHNo-TTKH
126,"Theo quy định tại Quyết định 239/QĐ-NHNo-TTKH của Agribank về quy trình dịch vụ Agripay, chi nhánh phải xử lý đối với các giao dịch chuyển tiền Agri-pay sau thời gian bao lâu không có người nhận?",3 tháng,6 tháng,9 tháng,12 tháng,2,Điều 9 QĐ 239/QĐ-NHNo-TTKH
127,"Theo quy định tại Quyết định 333/QĐ-NHNo-TTKH quy định về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, hạn mức rút tiền mặt của khách hàng tại hội sở chi nhánh loại I, loại II được áp dụng như thế nào?",Tối đa 1 tỷ đồng,Tối đa 5 tỷ đồng,Theo quy định của Tổng Giám đốc trong từng thời kỳ,Theo quy định của Giám đốc chi nhánh loại I,3,Điểm a Khoản 5 Điều 3 QĐ 333/QĐ-NHNo-TTKH
128,"Theo Quy trình 2086/QĐ-NHNo-TTKH về Thu ngân sách nhà nước tại Agribank và các văn bản sửa đổi, khách hàng thực hiện nộp thuế là những đối tượng nào?",Cá nhân,Tổ chức,"Tổ chức, cá nhân",,3,Điểm b Khoản 2 Điều 1 QĐ số 2086/QĐ-NHNo-TTKH
129,"Theo Quy trình 1477/QTr-NHNo-TTKH về Thanh toán song phương điện tử với KBNN tại Agribank, lệnh thanh toán bao gồm:",Lệnh thanh toán thu và lệnh thanh toán chi,Lệnh quyết toán thu và lệnh quyết toán chi,Lệnh chuyển vốn,Lệnh trả lãi tiền gửi,1,Khoản 25 Điều 2 QTr số 1477/QTr-NHNo-TTKH
130,Khách hàng sử dụng sản phẩm tiết kiệm tích lũy kiều hối của Agribank được gửi những loại tiền nào? ,"USD, VND, EUR","EUR, VND","EUR, VND, AUD","USD, VND,",1,"Khoản 3, điều 4, QĐ số 4171/QĐ-NHNo-TTKH  ngày 24/10/2016"
131,"Theo Quy trình 3140/QTr-NHNo-TTKH về quy trình thu hộ, chi hộ với Đơn vị cung cấp dịch vụ, dịch vụ nào được phép cung cấp cho khách hàng?",Dịch vụ thu hộ,Dịch vụ chi hộ,"Dịch vụ thu hộ, chi hộ",Không có đáp án đúng,3,Khoản 1 Điều 1 QTr 3140/QTr-NHNo-TTKH
132,"Theo Quy định số 2556/QĐ-NHNo-TTKH về quy định cung cấp dịch vụ sổ phụ điện tử cho khách hàng trong hệ thống Agribank, đối tượng áp dụng gồm?","Trụ sở chính, chi nhánh Agribank trên lãnh thổ Việt Nam",Chi nhánh loại I,"Trụ sở chính, chi nhánh loại I",Trụ sở chính,1,Điểm a khoản 2 Điều 1 QĐ 2556/QĐ-NHNo-TTKH
133,Loại tài khoản nào được rút tiền ngoại tệ tại quầy của chi nhánh khác chi nhánh mở tài khoản?,Tài khoản thanh toán của khách hàng cá nhân,Tài khoản thanh toán của khách hàng tổ chức,Tài khoản tiền gửi có kỳ hạn của khách hàng tổ chức,Cả 1 và 2,1,Khoản 4 Điều 3 QĐ 333/QĐ-NHNo-TTKH
134,Hạn mức giao dịch Agripay tại quầy tối đa là bao nhiêu tiền trên một giao dịch?,100 triệu đồng,200 triệu đồng,300 triệu đồng,400 triệu đồng,3,Khoản 1 Điều 6 QĐ 239/QĐ-NHNo-TTKH
135,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, khách  hàng chuyển tiền qua các kênh giao dịch nào?",Quầy giao dịch của Agribank,Agribank Plus của Agribank,Tất cả các đáp án trên,,3,Khoản 10 Điều 2 QĐ 239/QĐ-NHNo-TTKH
136,"Chọn đáp án đúng nhất: Theo Quyết định 333/QĐ-NHNo-TTKH về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, giao dịch rút tiền mặt, chuyển khoản, chuyển tiền được áp dụng đối với những loại sản phẩm tiền gửi nào sau đây?",Tài khoản tiền gửi thanh toán,"Tài khoản Tiết kiệm không kỳ hạn, tiết kiệm gửi góp, tiết kiệm học đường","Tài khoản thanh toán, tài khoản tiết kiệm (sản phẩm có đặc tính rút nhiều lần)",,3,Điểm b khoản 2 Điều 4 QĐ 333/QĐ-NHNo-TTKH
137,"Theo quy định số 2556/QĐ-NHNo-TTKH về quy định cung cấp dịch vụ sổ phụ điện tử cho khách hàng trong hệ thống Agribank, khách hàng là:",Chủ tài khoản tiền gửi mở tại Agribank,Chủ tài khoản tiền gửi đang có dư nợ tại Agribank,"Chủ tài khoản tiền gửi, tiền vay mở tại Agribank",,3,Khoản 8 Điều 2 QĐ 2556/QĐ-NHNo-TTKH
138,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, khi thực hiện điều chỉnh sai sót, Chi nhánh không được phép điều chỉnh yếu tố nào sau đây?",Số tiền chuyển,Tên khách hàng chuyển,Tên khách hàng nhận,Thông tin giấy tờ tùy thân của người chuyển và người nhận,1,Điểm c Khoản 1 Điều 8 QĐ 239/QĐ-NHNo-TTKH
139,"Theo Quyết định 239/QĐ-NHNo-TTKH về quy trình dịch vụ Agripay, Mã số chuyển tiền bao gồm mấy chữ số?",04 Chữ số,06 Chữ số,08 Chữ số,10 Chữ số,2,Khoản 9 Điều 2 QĐ 239/QĐ-NHNo-TTKH
140,"Theo Quyết định 333/QĐ-NHNo-TTKH  về giao dịch gửi, rút tiền nhiều nơi đối với khách hàng có tài khoản thanh toán, tài khoản tiền gửi tiết kiệm trong hệ thống Agribank và các văn bản sửa đổi, Giao dịch viên không được thực hiện giao dịch gửi rút nhiều nơi đối với trường hợp nào sau đây?","Tài khoản thanh toán đang bị phong tỏa, tạm khóa; tài khoản thanh toán chung, tài khoản tiền gửi tiết kiệm trong danh sách phong tỏa, cầm cố, thế chấp","Loại sản phẩm tiền gửi tiết kiệm không được rút trước hạn khi chưa đến hạn, tài khoản tiền gửi tiết kiệm đồng sở hữu",Thừa kế đối với khách hàng cá nhân,Tất cả các áp trên,4,Khoản 7 Điều 4 QĐ 333/QĐ-NHNo-TTKH
141,Hiện nay Agribank đang cung cấp dịch vụ chuyển tiền ngoại tệ cá nhân ra nước ngoài qua những kênh chuyển tiền nào?,"Western Union , Money Gram","SWIFT, Western Union","SWIFT, Money Gram","SWIFT, Ria, Money Gram",2,QĐ 1403/QĐ-NHNo-TTKH ngày 09/07/2018; QĐ 3752/QĐ-NHNo-TTKH
142,Agribank đang triển khai dịch vụ chi trả kiều hối theo thỏa thuận hợp tác với công ty chuyển tiền nào?,"Công ty Digital Wallet, Công ty Unidos, Công ty D.communications","Công ty chuyển tiền toàn cầu Remitly, Western Union, Ria",Công ty Ming Sheng Administer (MSA),Tất cả các đáp án trên đều đúng,4,QĐ 977; 1573; 1249; 2228/QĐ-NHNoTTKH
143,"Theo quy định hiện hành của Agribank về hồ sơ và hạn mức chuyển tiền ngoại tệ ra nước ngoài đối với khách hàng cá nhân, Giấy tờ chứng minh tư cách người đại diện theo pháp luật của cá nhân là: ","Giấy tờ chứng minh quan hệ cha/mẹ với con chưa thành niên
","Trích lục đăng ký giám hộ của Ủy ban Nhân dân cấp xã, hoặc Trích lục đăng ký giám hộ của Ủy ban Nhân dân cấp huyện (trường hợp đăng ký giám hộ có yếu tố nước ngoài)","
Văn bản chỉ định Người đại diện của Tòa án",Tất cả các đáp án trên đều đúng,4,Khoản 18 Điều 2 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
144,"Theo quy định hiện hành của Agribank về hồ sơ và hạn mức chuyển tiền ngoại tệ ra nước ngoài đối với khách hàng cá nhân, khách hàng có thể xuất trình hồ sơ chuyển tiền tại đâu?", Trực tiếp tại Phòng giao dịch/Chi nhánh cấp II không được thanh toán quốc tế trực tiếp,Trực tiếp tại chi nhánh chuyển tiền (chi nhánh được phép thực hiện nghiệp vụ chuyển tiền quốc tế trực tiếp) ,Trực tuyến tại hệ thống/chương trình do Agribank cung cấp về dịch vụ ngân hàng điện tử,Tất cả các đáp án trên đều đúng,4,Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
145,"Để đảm bảo khả năng thanh toán của Người chuyển tiền đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân qua hệ thống SWIFT, nhận định nào sau đây là đúng?",Người chuyển tiền phải đảm bảo đủ số tiền yêu cầu chuyển đi và các khoản phí phát sinh (nếu có),Người chuyển tiền cam kết nguồn tiền hợp pháp (nguồn vốn tự có; nguồn tiền vay của Agribank hoặc TCTD khác; nguồn tiền hợp pháp khác theo quy định của pháp luật),"Chi nhánh chuyển tiền phải kiểm tra khả năng thanh toán của Người chuyển tiền, đảm bảo đủ tiền trước khi thực hiện giao dịch",Tất cả các đáp án trên đều đúng,4,Khoản 1 Điều 5 QĐ 1403/QĐ-NHNo-TTKH ngày 09/07/2018
146,"Nguồn ngoại tệ chuyển ra nước ngoài của khách hàng là Người cư trú là công dân Việt Nam.

",Khách hàng là Người cư trú là công dân Việt Nam chỉ được sử dụng VND mua ngoại tệ của Agribank để chuyển ra nước ngoài,"Khách hàng là Người cư trú là công dân Việt Nam được sử dụng ngoại tệ tự có của cá nhân (ngoại tệ trên tài khoản thanh toán, tiền gửi có kỳ hạn bằng ngoại tệ, tiền gửi tiết kiệm bằng ngoại tệ, ngoại tệ tự cất giữ) hoặc mua của Agribank để chuyển ra nước ngoài",Khách hàng là Người cư trú là công dân Việt Nam chỉ được sử dụng ngoại tệ tự có của cá nhân để chuyển ra nước ngoài,Khách hàng là Người cư trú là công dân Việt Nam được sử dụng ngoại tệ tự có của cá nhân để chuyển ra nước ngoài thanh toán xuất nhập khẩu và ngoại tệ mua của Agribank để chuyển tiền một chiều ra nước ngoài,2,Điều 35 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
147,Hệ thống ARS (Agribank Remittance System) là?,Hệ thống chuyển tiền ngoại tệ cá nhân của Agribank xử lý các Lệnh/Điện chuyển tiền theo thỏa thuận hợp tác giữa Agribank và đối tác,"Hệ thống chuyển tiền ngoại tệ cá nhân của Agribank xử lý tra soát 
nhanh các giao dịch kiều hối",Hệ thống chuyển tiền ngoại tệ cá nhân của Agribank xử lý các điện chuyển tiền qua SWIFT hoặc theo thỏa thuận hợp tác giữa Agribank và đối tác,Hệ thống chuyển tiền ngoại tệ của Agribank xử lý các giao dịch chuyển tiền với các đối tác là tổ chức tín dụng,1,Điều 2 Quy trình 1381/QĐ-NHNo-TTKH ngày 13/7/2020
148,Khách hàng nhận tiền kiều hối tại Agribank có phải trả phí nhận tiền không?,Có,Không,Tùy thuộc vào từng dịch vụ kiều hối mà Agribank cung cấp,,3,1381/QĐ-NHNo-TTKH (13/07/2020); 1146/QTr-NHNo-TTKH (16/06/2022); 1403/QĐ-NHNo-TTKH (09/07/2018) 
149,"Người cư trú là công dân Việt Nam được mua, chuyển ngoại tệ ra nước ngoài theo quy định của Ngân hàng Nhà nước Việt Nam cho các mục đích chuyển tiền một chiều nào nào sau đây?","Học tập, chữa bệnh ở nước ngoài; Đi công tác, du lịch, thăm viếng ở nước ngoài","Trả các loại phí, lệ phí cho nước ngoài; Trợ cấp cho thân nhân ở nước ngoài",Chuyển tiền thừa kế cho người hưởng thừa kế ở nước ngoài; Chuyển tiền trong trường hợp định cư ở nước ngoài,Tất cả các đáp án trên đều đúng,4,"Điều  13, 14, 15, 16, 17, 19 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023"
150,"Đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân trên hệ thống ARS, Mã số giao dịch được hiểu là:","Là chuỗi ký hiệu gồm các ký tự chữ cái và/hoặc số được sử dụng để giúp Agribank, Đối tác, Người chuyển tiền và Người nhận tiền nhận biết chính xác giao dịch chuyển tiền. Mỗi mã số giao dịch là bí mật và duy nhất",Là chuỗi các số và/hoặc chữ cái theo tên của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank. Mỗi mã số giao dịch là bí mật và duy nhất ,Là chuỗi các chữ cái theo tên của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank,Là chuỗi các chữ cái theo họ tên khách hàng hoặc số theo giấy tờ tùy thân của khách hàng được sử dụng để nhận biết giao dịch nhận tiền kiều hối tại Agribank. Mỗi mã số giao dịch là bí mật và duy nhất ,1,Khoản 2 Điều 2 QĐ 1381/QĐ-NHNo-TTKH
151,"Đối với dịch vụ kiều hối, Agribank đang có quan hệ hợp tác (ký thỏa thuận song phương) với ngân hàng nào? ",Bank of New York Mellon ,"Nonghyup Bank,  Kookminbank",Sinopac Bank,Tất cả các đáp án trên đều đúng,4,QĐ 1694/QĐ-NHNo-TTKH; 1392/QĐ-NHNo-TTKH; 579/QĐ-NHNo-TTKH; 1979/QĐ-NHNo-TTKH
152,"Đối với Dịch vụ Western Union, Mã điểm giao dịch được hiểu là:",Là chuỗi gồm các ký tự theo tên của Điểm giao dịch do Trung tâm Dịch vụ thanh toán và Kiều hối cấp cho mỗi Điểm giao dịch,Là chuỗi gồm sáu ký tự do Trung tâm Dịch vụ thanh toán và Kiều hối cấp cho mỗi Điểm giao dịch theo quy định của Western Union,Là chuỗi gồm chín ký tự do Western Union cấp cho mỗi điểm giao dịch theo quy định của Western Union,Là chuỗi gồm tám ký tự do Western Union cấp cho mỗi điểm giao dịch theo quy định của Western Union,2,Khoản 11 Điều 2 Quyết định 3752/QĐ-NHNo-TTKH
153,Hoạt động chuyển tiền ngoại tệ cá nhân tại Chi nhánh ở nước ngoài: ,Tuân thủ theo quy định nội bộ của Agribank mà không xét đến các quy định của pháp luật tại quốc gia nơi chi nhánh đặt trụ sở,"Phải phù hợp với các quy định của pháp luật tại quốc gia nơi Chi nhánh đặt trụ sở, các quy định của Agribank và pháp luật Việt Nam (trường hợp pháp luật Việt Nam có điều chỉnh hoặc bắt buộc áp dụng)","Tuân thủ theo quy định của pháp luật Việt Nam, quy định của Agribank và không xem xét đến các quy định của pháp luật tại quốc gia nơi chi nhánh đạt trụ sở",Tuân thủ theo quy định của Ngân hàng Nhà nước Việt Nam và không xem xét đến các quy định của pháp luật tại quốc gia nơi chi nhánh đặt trụ sở,2,Khoản 3 Điều 1 QĐ 864/QĐ-NHNo-TTKH.
154,Quy định cung cấp chứng từ đối với hồ sơ giao dịch của khách hàng được sử dụng để chuyển tiền nhiều lần đối với nghiệp vụ chuyển tiền ngoại tệ cá nhân ra nước ngoài tại Agribank là:,Khách hàng phải cung cấp đủ hồ sơ của tất cả các lần giao dịch,Khách hàng không cần cung cấp lại các chứng từ còn hiệu lực đã có trong hồ sơ giao dịch của những lần chuyển tiền trước đó,"Khách hàng chỉ cần cung cấp hồ sơ giao dịch cho lần đầu tiên, không cần cung cấp hồ sơ trong những lần chuyển tiền tiếp theo",,2,Khoản 2 Điều 5 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
155,"Theo quy định hiện hành về chuyển tiền ngoại tệ cá nhân ra nước ngoài, mục đích chuyển tiền thanh toán cho mục đích công tác, du lịch, thăm viếng ở nước ngoài áp dụng cho đối tượng khách hàng nào sau đây?","Người đi công tác, du lịch, thăm viếng là Người cư trú có quốc tịch Việt Nam.","Người nước ngoài đến Việt Nam công tác, du lịch, thăm viếng","Người không cư trú đi công tác du lịch, thăm viếng tại nước ngoài",Tất cả đáp án trên.,1,Điều 19 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
156,Khách hàng nhận tiền kiều hối tại Agribank được nhận tối đa bao nhiêu tiền cho một giao dịch?,"Tối đa 10,000USD"," Tối đa 5,000USD"," Tối đa 25,000USD",Không khống chế số tiền nhận tối đa,4,3752/QĐ-NHNo-TTKH; 1381/QĐ-NHNo-TTKH; 1403/QĐ-NHNo-TTKH
157,"Theo quy định hiện hành về quy trình nghiệp vụ dịch vụ Western Union, Khách hàng cá nhân có thể chuyển tiền bằng  EUR ra nước ngoài qua dịch vụ Western Union tại Agribank được không?",Có ,Không,Không chuyển được bằng EUR nhưng chuyển được bằng GBP,,2,"Điều 10, QĐ số 3752/QĐ-NHNo-TTKH ngày 12/12/2017"
158,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023,, người chuyển tiền trong giao dịch chuyển tiền ra nước ngoài để nộp học phí là những đối tượng nào?",Du học sinh/Người đại diện theo pháp luật của du học sinh ,Thân nhân của du học sinh/Người đại diện theo pháp luật của thân nhân du học sinh,Người được du học sinh/thân nhân của du học sinh ủy quyền,Tất cả các đáp án trên đều đúng,4,Điều 13 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
159,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023, hạn mức chuyển tiền cho mục đích định cư được xác định là:",Mức ngoại tệ tối đa cá nhân được phép mang qua cửa khẩu quốc tế mà không phải khai báo hải quan,Mức ngoại tệ tối thiểu cá nhân được phép mang qua cửa khẩu quốc tế mà phải khai báo hải quan,Theo đề nghị của khách hàng và phù hợp với Giấy tờ chứng minh nguồn gốc của số tiền chuyển,Mức thu nhập bình quân đầu người theo giá hiện hành của quốc gia nơi khách hàng định cư,3,Khoản 3 Điều 17 QĐ 3110/QTr-NHNo-TTKH ngày 14/12/2023
160,"Theo Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023, người chuyển tiền tại Việt Nam có thể chuyển chi phí học tập của du học sinh cho người hưởng là những đối tượng nào?",Du học sinh/người đại diện theo pháp luật ở nước ngoài của du học sinh ,Cơ sở đào tạo nước ngoài,Cơ sở cung cấp dịch vụ liên quan đến học tập ở nước ngoài,Tất cả các đáp án trên đều đúng,4,Khoản 5 Điều 13 Quy trình 3110/QTr-NHNo-TTKH ngày 14/12/2023
161,Các loại lãi suất của tiền gửi tiết kiệm gồm những loại nào?,Lãi suất cố định,Lãi suất thả nổi,Lãi suất điều chỉnh định kỳ,Tất cả các trường hợp trên,4,Tiết 1.2 Khoản 1 Điều 4 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
162,Agribank có thể nhận tiền gửi tiết kiệm bằng loại tiền nào?,VND,USD,EUR,Tất cả các loại tiền trên,4,"Điều 7 Quyết định số 
2209/QĐ-NHNo-KHNV ngày 18/10/2019 "
163,"Khi gửi tiền gửi tiết kiệm chung, người nào phải trực tiếp đến địa điểm giao dịch của Agribank?",Tất cả người gửi tiền,Người được ủy quyền,Người đứng tên trên sổ tiết kiệm chung,Ít nhất 02 người gửi tiền,1,Khoản 1 Điều 11 Quyết định số 2209/QĐ-NHNo-KHNV ngày 18/10/2019
