id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
51,"Thời gian người lao động làm việc tại Agribank (N1) để tính mức hỗ trợ chung theo quy định về chế độ đối với cán bộ Agribank nghỉ hưu, chấm dứt hợp đồng lao động (Theo Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008) KHÔNG bao gồm:",Thời gian công tác trong ngân hàng trước tháng 3/1988,"Thời gian công tác tại Tổng công ty Vàng bạc đá quý, Tổng công ty lương thực",Thời gian công tác tại các Công ty khác,Tất cả các đáp án trên ,4,Điểm a Khoản 4.3 Mục 4 Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008/HĐQT-LĐTL
52,"Theo Quy chế quản lý lao động trong hệ thống Agribank, đáp án nào sau đây là đúng khi nói về việc lựa chọn hình thức tuyển dụng?",Giám đốc Chi nhánh loại I quyết định lựa chọn hình thức tuyển dụng.,"Chủ tịch Hội đồng thành viên xem xét, quyết định lựa chọn hình thức tuyển dụng phù hợp đảm bảo chất lượng, hiệu quả.","Tổng Giám đốc xem xét, quyết định lựa chọn hình thức tuyển dụng phù hợp đảm bảo chất lượng, hiệu quả.","Theo nhu cầu lao động từng thời kỳ, Chủ tịch Hội đồng thành viên và Tổng Giám đốc xem xét, thống nhất, quyết định lựa chọn hình thức tuyển dụng phù hợp đảm bảo chất lượng, hiệu quả.",4,Khoản 2 Điều 14 Quy chế số 919/QC-HĐTV-TCTL ngày 31/12/2021
53,"Theo Quy chế quản lý lao động trong hệ thống Agribank, Giám đốc Chi nhánh loại I thực hiện quyền của người sử dụng lao động trong quyết định các hình thức kỷ luật đối với người lao động vi phạm kỷ luật thuộc quyền quản lý KHÔNG bao gồm chức danh nào sau đây?",Phó Giám đốc Chi nhánh loại I ,Nhân viên Phòng kế toán và ngân quỹ,Nhân viên Phòng kế hoạch và quản lý rủi ro,Cả đáp án 1 và 2,1,Khoản 2 Điều 42 Quy chế số 919/QC-HĐTV-TCTL và Điều 9 Quy chế 388/QC-HĐTV-UBNS
54,"Theo Văn bản 1519/HĐQT-LĐTL ngày 11/12/2008, nhân viên tại Chi nhánh của Agribank có thời gian công tác liên tục từ tháng 3/1988 đến nay, khi chấm dứt HĐLĐ để bảo lưu thời gian đóng BHXH được nhận mức hỗ trợ chung là bao nhiêu? (biết mức trợ cấp M = 10.000.000đ, hệ số điều chỉnh K = 4)?",40.000.000đ,4.000.000đ,2.500.000đ,Không thuộc đối tượng hưởng mức hỗ trợ chung,4,Chương I Phần B Văn bản số 1519/HĐQT-LĐTL ngày 11/12/2008/HĐQT-LĐTL
55,"Tính lương cơ bản tháng 3/2025 của ông A, cán bộ Kế toán chi nhánh thuộc địa bàn vùng 1, biết: Ông A hiện hưởng lương cơ bản bậc 2/6, hệ số 1,57, hệ số mức độ hoàn thành công việc là 1,0, ông A đi làm thực tế 21 ngày, nghỉ phép 01 ngày, ngày công tiêu chuẩn của tháng là 22 ngày?",7.700.000đ,7.800.000đ,7.850.000đ,7.787.200đ,4,"Điều 4 Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
"
56,"Tính lương cơ bản tháng 3/2025 của bà B, Trưởng phòng Kế toán Ngân quỹ chi nhánh loại 1, thuộc địa bàn vùng 2, biết: Bà B hiện hưởng lương cơ bản bậc 3/6, hệ số 1,74; Hệ số mức độ hoàn thành công việc là 1,0; Hệ số phụ cấp chức vụ của bà B là 0,3; Bà B đi làm đủ ngày công?",8.996.400đ,8.900.000đ,8.800.000đ,8.990.000đ,1,"Điều 4 Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
"
57,"Tính lương cơ bản tháng 3/2025 của bà M, cán bộ Thủ quỹ Chi nhánh thuộc địa bàn vùng 3, biết: Bà M hiện hưởng lương cơ bản bậc 3/6, hệ số 1,45; Hệ số mức độ hoàn thành công việc là 1,0 và đi làm đủ ngày công; Hệ số phụ cấp độc hại, nguy hiểm là 0,1 và phụ cấp trách nhiệm là 0,1?",6.300.000đ,6.369.000đ,6.100.000đ,6.200.000đ,2,"Điều 4 Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
"
58,"Tính lương cơ bản tháng 3/2025 của ông C, Phó Giám đốc Chi nhánh hạng 2 thuộc địa bàn vùng 1, biết: Ông C hiện hưởng lương cơ bản bậc 1/3, hệ số 3,21 (Bảng A1, Phó Giám đốc chi nhánh hạng 2, Quyết định số 703/QĐ-HĐTV-TCTL); Hệ số mức độ hoàn thành công việc là 1 và đi làm 21/22 ngày công?",15.100.000đ,15.300.000đ,15.197.890đ,15.200.000đ,3,"Điều 4 Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
"
59,"Tính lương cơ bản tháng 3/2025 của ông S, cán bộ tín dụng Chi nhánh thuộc địa bàn vùng 2, biết: Ông S hiện hưởng lương cơ bản bậc 4/6, hệ số 1,91 (Bảng A2, Kinh tế viên, Quyết định số 703/QĐ-HĐTV-TCTL); Hệ số mức độ hoàn thành công việc là 0,9 và đi làm 20/22 ngày công?",7.000.000đ,6.900.000đ,6.800.000đ,6.891.627đ,4,"Điều 4 Quyết định số 306/QĐ-HĐTV-TCTL ngày 15/6/2016
"
60,"Tính tổng số tiền đóng BHXH, BHYT, BHTN tháng 3/2025 của bà A, biết tiền lương đóng bảo hiểm xã hội bắt buộc của bà A là 8.630.400đ?",906.192đ,900.000đ,905.000đ,910.000đ,1,"Điều 85, Điều 86 Luật Bảo hiểm xã hội năm 2014"
61,"Tính tổng số tiền đóng BHXH, BHYT, BHTN tháng 3/2025 mà Agribank phải đóng cho bà B, biết tiền lương đóng bảo hiểm xã hội bắt buộc của bà B là 7.787.200đ?",1.700.000đ,1.600.000đ,1.674.248đ,1.650.000đ,3,"Điều 85, Điều 86 Luật Bảo hiểm xã hội năm 2014"
62,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, Quy trình quy hoạch gồm: (chọn đáp án đúng nhất)",Xây dựng quy hoạch nhiệm kỳ kế tiếp từ nguồn nhân sự tại chỗ,Xây dựng quy hoạch nhiệm kỳ kế tiếp từ nguồn nhân sự ở nơi khác,"Rà soát, bổ sung quy hoạch hằng năm từ nguồn nhân sự tại chỗ hoặc từ nguồn nhân sự ở nơi khác",#NAME?,4,Điều 14 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
63,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, trường hợp nào đương nhiên ra khỏi quy hoạch (chọn đáp án đúng nhất)?","Nhân sự quá tuổi quy hoạch (không đủ tuổi để bổ nhiệm lần đầu theo quy định, không phân biệt theo đối tượng)",Bị cấp có thẩm quyền thi hành kỷ luật từ hình thức khiển trách trở lên (đối với cá nhân),Kết luận không đảm bảo tiêu chuẩn chính trị của chức danh quy hoạch,"Nhân sự quá tuổi quy hoạch (không đủ tuổi để bổ nhiệm lần đầu theo quy định, không phân biệt theo đối tượng) hoặc bị cấp có thẩm quyền thi hành kỷ luật từ hình thức khiển trách trở lên (đối với cá nhân) hoặc kết luận không đảm bảo tiêu chuẩn chính trị của chức danh quy hoạch hoặc từ trần",4,Điều 15 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
64,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, đối với nhân sự bị thi hành kỷ luật, sau khi quyết định thi hành kỷ luật hết hiệu lực theo quy định, đơn vị có được bổ sung quy hoạch đối với nhân sự đó không?",Không được bổ sung quy hoạch,Phải bổ sung quy hoạch,"Đơn vị có thể xem xét, bổ sung quy hoạch theo quy định",,3,Điều 15 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
65,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, nguyên tắc xác định đối tượng nguồn giới thiệu quy hoạch được quy định như thế nào?(chọn đáp án đúng nhất)",Là nhân sự giữ chức vụ liền kề với chức danh quy hoạch,Là nhân sự giữ chức vụ liền kề với chức danh đối tượng 1,Là nhân sự giữ chức vụ liền kề với chức danh đối tượng 1 và đã có quyết định phê duyệt quy hoạch chức danh đối tượng 1,"- Đối tượng 1: là nhân sự giữ chức vụ liền kề với chức danh quy hoạch
- Đối tượng 2: là nhân sự giữ chức vụ liền kề với chức danh đối tượng 1 và đã có quyết định phê duyệt quy hoạch chức danh đối tượng 1",4,Mục I Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
66,Nguyên tắc xác định đối tượng nguồn giới thiệu quy hoạch khi quy hoạch nhân sự từ nơi khác (chọn đáp án đúng nhất):,Là nhân sự giữ chức vụ liền kề với chức danh quy hoạch,Là nhân sự giữ chức vụ liền kề với chức danh đối tượng 1,"Nhân sự giữ các chức vụ tương đương đối tượng 1, đối tượng 2 của chức danh quy hoạch và phải được quy hoạch cấp ủy theo quy định",,3,Mục I Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023; Khoản 4 Điều 1 Quy chế 689/QC-HĐTV-UBNS ngày 25/7/2024
67,"Theo quy định tại Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, chế độ chính sách đối với nhân sự luân chuyển bao gồm:","Được tiếp tục duy trì trong danh sách quy hoạch nhân sự nếu vẫn đáp ứng đủ điều kiện, tiêu chuẩn quy định",Được hưởng các quyền lợi như nhân sự của đơn vị/bộ phận nơi luân chuyển đến,"Đơn vị/bộ phận nơi đến thực hiện chế độ, chính sách, bố trí nơi ở, hỗ trợ đi lại, sinh hoạt phí theo quy định của Agribank đối với nhân sự luân chuyển (nếu có)",Tất cả các đáp án trên ,4,Điều 15 Quy chế số 389/QC-HĐTV-UBNS ngày 15/5/2024 
68,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Trưởng phòng tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Phó Trưởng phòng,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
69,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Phó Giám đốc tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng phòng,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
70,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Giám đốc tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng nghiệp vụ,Phó Giám đốc,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
71,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Trưởng phòng tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Phó Trưởng phòng,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
72,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Phó Giám đốc tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng phòng,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
73,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 1 khi giới thiệu quy hoạch chức danh Giám đốc tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng nghiệp vụ,Phó Giám đốc,4,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
74,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Trưởng phòng tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Phó Trưởng phòng,1,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
75,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Phó Giám đốc tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng phòng và phải được quy hoạch chức danh đối tượng 1.,Trưởng phòng,3,"Điểm 4, Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
76,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Giám đốc tại Chi nhánh loại II đối với nguồn nhân sự tại chỗ là:",Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng Phòng và phải được quyhoạch chức danh đối tượng 1,Phó Giám đốc,3,"Điểm 4, Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
77,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Trưởng phòng tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng và phải được quy hoạch chức danh đối tượng 1,Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Phó Trưởng phòng,1,"Điểm 3, Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
78,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Phó Giám đốc tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại phòng,Người lao động tại đơn vị,Phó Trưởng phòng và phải được quy hoạch chức danh đối tượng 1,Trưởng phòng,3,"Điểm 3, Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
79,"Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, xác định Đối tượng 2 khi giới thiệu quy hoạch chức danh Giám đốc tại Chi nhánh loại I đối với nguồn nhân sự tại chỗ là:",Người lao động tại đơn vị,Phó Trưởng nghiệp vụ,Trưởng Phòng và phải được quy hoạch chức danh đối tượng 1,Phó Giám đốc,3,Mục II Phụ lục I Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
80,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, nguồn nhân sự từ nơi khác được hiểu như thế nào?",Là nhân sự công tác tại đơn vị,Là nhân sự công tác trong đơn vị/bộ phận,Là nhân sự công tác ngoài đơn vị/bộ phận,,3,"Điều 3 Căn cứ Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên,"
81,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, nguồn nhân sự tại chỗ là gì?",Là nhân sự công tác ngoài đơn vị,Là nhân sự công tác ngoài bộ phận,Là nhân sự công tác tại đơn vị/bộ phận,,3,Điều 3 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
82,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, việc thực hiện quy trình bổ nhiệm vào chức danh quy hoạch được thực hiện sau khi được phê duyệt quy hoạch ít nhất mấy tháng?",Được thực hiện ngay sau khi phê duyệt quy hoạch,Ít nhất 03 tháng,Ít nhất 05 tháng,,2,Điều 4 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
83,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, ""Quy hoạch mở"" là gì?",Là 01 chức danh quy hoạch một số người hoặc 01 người có thể quy hoạch vào một số chức danh,Là 01 người có thể quy hoạch vào một số chức danh,"Là quy hoạch được định kỳ rà soát bổ sung, điều chỉnh hàng năm","Là không khép kín trong từng đơn vị/bộ phận mà cần mở rộng nguồn nhân sự từ nơi khác để đưa vào quy hoạch những nhân sự đáp ứng tiêu chuẩn, điều kiện và yêu cầu nhiệm vụ của đơn vị",4,Điều 5 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
84,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên,""Quy hoạch động"" là gì?","Là quy hoạch được định kỳ rà soát, bổ sung hàng năm",Là quy hoạch được định kỳ rà soát điều chỉnh hàng năm,"Là quy hoạch được định kỳ rà soát, bổ sung, điều chỉnh hàng năm","Là định kỳ rà soát, bổ sung, điều chỉnh để đưa ra khỏi quy hoạch những trường hợp không còn đủ tiêu chuẩn, điều kiện, không hoàn thành nhiệm vụ, vi phạm quy định của Đảng, pháp luật của Nhà nước hoặc uy tín thấp và kịp thời bổ sung vào quy hoạch nhân sự có phẩm chất, năng lực, uy tín, triển vọng phát triển",4,Điều 5 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
85,Quy hoạch chức danh Bí thư cấp ủy để làm cơ sở quy hoạch chức danh gì?,Để quy hoạch chức danh Bí thư Chi bộ,Để quy hoạch chức danh Phó Bí thư Chi bộ,Để quy hoạch chức danh cấp phó đơn vị,Để làm cơ sở quy hoạch cấp Trưởng đơn vị đối với các đơn vị có tổ chức đảng cấp cơ sở,4,Khoản 1 Điều 1 Quy chế số 689/QC-HĐTV-UBNS ngày 25/7/2024
86,Các chức danh thuộc thẩm quyền phê duyệt quy hoạch của Hội đồng thành viên? (chọn phương án đầy đủ nhất),Giám đốc Chi nhánh loại I; Phó Giám đốc Chi nhánh loại I,Giám đốc Chi nhánh loại I; Giám đốc Chi nhánh Agribank tại nước ngoài,"Giám đốc Chi nhánh loại I; Giám đốc, Phó Giám đốc Chi nhánh Agribank tại nước ngoài","Giám đốc Chi nhánh loại I; Phó Giám đốc Chi nhánh loại I hạng 1, hạng 2; Giám đốc Chi nhánh Agribank tại nước ngoài",4,Khoản 2 Điều 1 Quy chế số 689/QC-HĐTV-UBNS ngày 25/7/2024 và Khoản 1 Điều 9 Quy chế số 388/QC-HĐTV-UBNS
87,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, trường hợp KHÔNG thực hiện trong công tác nhân sự là: (chọn đáp án đúng nhất)","Không bố trí người có quan hệ gia đình của cấp trưởng, cấp phó đơn vị giữ chức vụ quản lý về tổ chức nhân sự, kế toán, làm thủ quỹ, thủ kho trong đơn vị hoặc giao dịch, mua bán hàng hóa, dịch vụ, ký kết hợp đồng cho đơn vị đó","Không phân công, giao nhiệm vụ những người có quan hệ gia đình trong cùng một quy trình nghiệp vụ để xử lý từng nhiệm vụ cụ thể về tín dụng, nhân sự, kế toán, kho quỹ, mua, bán vật tư, hàng hóa, dịch vụ nhằm tránh xung đột lợi ích theo quy  định của pháp luật, Nhà nước và Agribank",Tất cả các đáp án trên,,3,Khoản 2 điều 6 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024
88,Các chức danh thuộc thẩm quyền phê duyệt quy hoạch của Tổng Giám đốc  là: (chọn phương án đầy đủ nhất) ,Phó Giám đốc Chi nhánh loại I,"Giám đốc, Phó Giám đốc Chi nhánh loại I hạng 2",Phó Giám đốc Chi nhánh loại I (trừ chức danh Phó Giám đốc Chi nhánh loại I thuộc thẩm quyền của HĐTV),"Giám đốc, Phó Giám đốc Chi nhánh loại I hạng 3",3,Khoản 2 Điều 1 Quy chế 689/QC-HĐTV-UBNS ngày 25/7/2024; Khoản 3 Điều 9 Quy chế 388/QC-HĐTV-UBNS ngày 15/5/2024
89,"Theo quy định tại Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024 của Hội đồng thành viên, đâu là trường hợp hạn chế thực hiện trong công tác nhân sự? (chọn đáp án đúng nhất)","Hạn chế tối đa điều động, bổ nhiệm về cùng một đơn vị các nhân sự giữ chức danh, chức vụ có cùng độ tuổi nghỉ hưu theo chế độ trong nhiệm kỳ cuối","Hạn chế điều động về cùng một đơn vị các nhân sự giữ chức danh, chức vụ có cùng giới tính ",Tất cả các đáp án trên,,1,Khoản 1 điều 6 Quy chế số 388/QC-HĐTV-UBNS ngày 15/5/2024
90,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, hiệu lực của quy hoạch được quy định như thế nào? (chọn phương án đầy đủ nhất)",Có hiệu lực từ ngày cấp có thẩm quyền ban hành quyết định phê duyệt; hết hiệu lực khi nhân sự được bổ nhiệm vào chức danh quy hoạch hoặc đưa ra khỏi quy hoạch hoặc kết thúc nhiệm kỳ quy hoạch theo quy định của chức danh quy hoạch,Sau 15 ngày tính từ ngày cấp có thẩm quyền ban hành quyết định phê duyệt,Sau 10 ngày tính từ ngày cấp có thẩm quyền ban hành quyết định phê duyệt,"Có hiệu lực từ ngày cấp có thẩm
 quyền ra quyết định",1,Điều 8 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
91,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, thời điểm rà soát, bổ sung quy hoạch hàng năm là thời gian nào?",Trước 30/4 hàng năm,Trước Quý I hàng năm,Trước Quý II hàng năm,Trong Quý I hàng năm,4,Điều 9 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
92,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, đơn vị có được rà soát, bổ sung quy hoạch lần thứ 2 trong năm không?",Không được,"Có được, nhưng phải báo cáo cấp có thẩm quyền ít nhất sau 30 ngày kể từ ngày được phê duyệt quy hoạch lần thứ 01","Có được, nhưng phải báo cáo cấp có thẩm quyền ít nhất sau 60 ngày kể từ ngày được phê duyệt quy hoạch","Có được, nhưng phải báo cáo cấp có thẩm quyền ít nhất sau 90 ngày kể từ ngày được phê duyệt quy hoạch",2,Điều 9 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023
93,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, điều kiện để nhân sự lần đầu tiên được xem xét, đưa vào quy hoạch được quy định như thế nào? (chọn phương án đầy đủ nhất)",Có thời gian công tác ở Agribank ít nhất 01 năm,"Có thời gian công tác ở Agribank ít nhất 01 năm (không kể thời gian tập sự, thử việc)","Có thời gian công tác ở Agribank ít nhất 02 năm (tính cả thời gian tập sự, thử việc, nghỉ không hưởng lương, nghỉ ốm hưởng BHXH)","Có thời gian công tác ở Agribank ít nhất 02 năm (không kể thời gian tập sự, thử việc, nghỉ không hưởng lương, nghỉ ốm hưởng BHXH), trừ các trường hợp đang giữ chức danh, chức vụ tại Agribank",4,"Khoản b, Khoản 1,  Điều 10 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
94,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, điều kiện về độ tuổi của nhân sự quy hoạch nhiệm kỳ kế tiếp được quy định như thế nào?",Đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định,Đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 24 tháng,Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 1 nhiệm kỳ (60 tháng),"- Đối tượng 1: Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định. 
- Đối tượng 2: Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 1 nhiệm kỳ (60 tháng)",4,"Tiết i, Khoản 2, Điều 10 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
95,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, điều kiện về độ tuổi của nhân sự rà soát, bổ sung quy hoạch hằng năm cho nhiệm kỳ hiện tại:",Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 12 tháng.,Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 24 tháng.,Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 1 nhiệm kỳ (60 tháng).,"- Đối tượng 1: Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 12 tháng.
- Đối tượng 2: Phải đáp ứng điều kiện tuổi bổ nhiệm lần đầu theo quy định cộng với ít nhất 1 nhiệm kỳ (60 tháng).",4,"Tiết ii, Khoản 2, Điều 10 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
96,Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên. thời điểm tính tuổi quy hoạch đối với nhiệm kỳ 2026 - 2031 là:,Tháng 5/2026,Tháng 02/2026,Tháng 3/2026,Tháng 01/2026,1,"Điểm b, Khoản 2, Điều 10 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
97,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, thời điểm tính tuổi quy hoạch đối với rà soát, bổ sung quy hoạch nhiệm kỳ hiện tại là?",Ngày 01/01 của năm hiện tại,Ngày 31/12 của năm hiện tại,Thời điểm bộ phận tham mưu nhận được tờ trình theo quy định,Thời điểm bộ phận tham mưu nhận được tờ trình và hồ sơ nhân sự theo quy định,4,"Điểm b, Điều 10 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
98,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, anh/chị hãy cho biết quy định về số lượng nhân sự quy hoạch đối với mỗi vị trí chức danh?","Tối thiểu 03 người, tối đa không quá 03 lần số lượng nhân sự thực tế đang giữ chức danh","Tối thiểu 03 người, tối đa 05 người",Tối đa không quá 02 lần tổng số lượng nhân sự được bổ nhiệm đối với mỗi vị trí chức danh,Không quá 03 người,4,"Khoản 1, Điều 11 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
99,"Theo Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023 của Hội đồng thành viên, cơ cấu quy hoạch phấn đấu tỷ lệ nữ chiếm bao nhiêu phần trăm?",Từ 25% trở lên,24%,23%,22%,1,"Khoản 2, Điều 11 Quy chế số 269/QC-HĐTV-UBNS ngày 28/4/2023"
