id,cauhoi,dapan1,dapan2,dapan3,dapan4,dapandung,trichdan
34,"Theo Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB, báo cáo giám sát bao gồm những báo cáo nào sau đây?",Báo cáo giám sát định kỳ,Báo cáo giám sát đột xuất,Báo cáo giám sát chuyên đề,Tất cả các đáp án trên.,4,Khoản 30 Điều 2 Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB ngày 31/8/2022.
35,"Theo Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB, giao dịch tự doanh phải được kiểm soát đảm bảo tối thiểu các nguyên tắc nào sau đây?","Có bộ phận chuyên trách thực hiện giao dịch tự doanh; phân cấp cụ thể thẩm quyền của các cá nhân, bộ phận giao dịch tự doanh; cá nhân là giao dịch viên, bộ phận giao dịch phải độc lập với cá nhân, bộ phận kiểm soát giao dịch tự doanh, cá nhân, bộ phận thực hiện thanh toán giao dịch tự doanh.",Giao dịch tự doanh được thực hiện trong hạn mức quy định; các cam kết thực hiện giao dịch và việc hạch toán kế toán phù hợp với quy định của pháp luật đối với giao dịch tự doanh đó.,"Thông tin, tài liệu, hồ sơ về giao dịch tự doanh được cung cấp đầy đủ, kịp thời cho các cá nhân, bộ phận kiểm soát giao dịch tự doanh theo quy trình nghiệp vụ liên quan; Tổng giám đốc ban hành quy trình nghiệp vụ về thực hiện giao dịch tự doanh theo quy định.",Tất cả các đáp án trên.,4,Khoản 2 Điều 10 Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB ngày 31/8/2022.
36,Nguyên tắc kiểm soát kép theoTheo Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB là gì?,Là yêu cầu trong phân công nhiệm vụ có ít nhất hai người thực hiện một công việc.,Là yêu cầu trong phân công có ít nhất hai người thực hiện và kiểm tra đối với một công việc đảm bảo an toàn và hiệu quả công việc.,"Là việc phân công thực hiện nhiệm vụ và xử lý nghiệp vụ, nhất là nghiệp vụ có rủi ro cao tại đơn vị có ít nhất hai người thực hiện nhằm kiểm tra, giám sát lẫn nhau bảo đảm chấp hành đúng quy định, bảo vệ an toàn tài sản và nâng cao hiệu quả công tác, ngoại trừ những trường hợp pháp luật có quy định khác.",Là yêu cầu trong phân công có hai hay nhiều người thực hiện và kiểm tra đối với một công việc đảm bảo an toàn và hiệu quả công việc.,3,Khoản 23 Điều 2 Quy chế kiểm soát nội bộ của Agribank số 539/QC-HĐTV-KTNB ngày 31/8/2022.
37,"Theo QĐ 376/QĐ-HĐVT-KTNB, Kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có) thuộc nội dung báo cáo của ai?",Thành viên Đoàn kiểm tra.,Trưởng đoàn kiểm tra kiến nghị.,Phó Trưởng đoàn kiểm tra.,Trưởng Ban KTGS.,2,Điểm c Khoản 2 Điều 16 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
38,"Theo QĐ 376/QĐ-HĐVT-KTNB, Trường hợp Đoàn kiểm tra và đơn vị được kiểm tra chưa thống nhất nội dung Biên bản kiểm tra thì:",Người đứng đầu đơn vị được kiểm tra/Người được ủy quyền không ký Biên bản kiểm tra.,Người đứng đầu đơn vị được kiểm tra/Người được ủy quyền ký Biên bản kiểm tra đồng thời có văn bản giải trình kèm theo; chịu trách nhiệm về ý kiến giải trình.,Đơn vị được kiểm tra có văn bản giải trình kèm theo; chịu trách nhiệm về ý kiến giải trình.,Các thành viên đoàn kiểm tra không ký biên bản kiểm tra.,2,Điểm b Khoản 2 Điều 15 Quyết định số 376/QĐ-HĐTV-KTNB ngày 25/6/2021
39,"Theo QĐ 376/QĐ-HĐVT-KTNB, Thời gian kiểm tra tại đơn vị theo kế hoạch là bao nhiêu ngày?",Kiểm tra toàn diện: Tối đa 25 ngày kể từ ngày công bố quyết định kiểm tra.,Kiểm tra chuyên đề: Tối đa 15 ngày kể từ ngày công bố quyết định kiểm tra.,Kiểm tra toàn diện: Tối đa 30 ngày kế từ ngày công bố quyết định kiểm tra; Kiểm tra chuyên đề: Tối đa 15 ngày kể từ ngày công bố quyết định kiểm tra.,Kiểm tra đột xuất tối đa 10 ngày kể từ ngày công bố quyết định kiểm tra.,3,Điểm a Khoản 4 Điều 11 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
40,"Theo QĐ 376/QĐ-HĐVT-KTNB, hình thức kiểm tra bao gồm:","Kiểm tra toàn diện, kiểm tra chuyên đề, kiểm tra đột xuất, tự kiểm tra.","Kiểm tra toàn diện, kiểm tra chuyên đề, kiểm tra đột xuất, tự kiểm tra, kiểm tra xác minh đơn thư, phúc tra.","Kiểm tra toàn diện, kiểm tra chuyên đề, kiểm tra xác minh đơn thư, phúc tra.","Kiểm tra toàn diện, kiểm tra chuyên đề, kiểm tra đột xuất, kiểm tra xác minh đơn thư.",2, Khoản 21 Điều 2 Quyết định số 376/QĐ-HĐTV-KTNB ngày 25/06/2021
41,"Theo QĐ 376/QĐ-HĐVT-KTNB, căn cứ kiểm tra đột xuất tại Chi nhánh loại I là gì?","Kết quả giám sát của các phòng nghiệp vụ tại hội sở chính Chi nhánh loại I đối với các Chi nhánh loại II, Phòng giao dịch, các nguồn thông tin, yêu cầu công tác, chỉ đạo của Người quản lý Agribank/lãnh đạo chi nhánh.",Kết quả giám sát của các phòng nghiệp vụ tại hội sở chính Chi nhánh loại I đối với các Chi nhánh loại II.,Kết quả giám sát của các phòng nghiệp vụ tại hội sở chính Chi nhánh loại I đối với các Phòng giao dịch.,"Các nguồn thông tin, yêu cầu công tác, chỉ đạo của Người quản lý Agribank/lãnh đạo chi nhánh.",1,Điểm b Khoản 1 Điều 17   Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
42,"Theo QĐ 376/QĐ-HĐVT-KTNB, nội dung báo cáo kết quả kiểm tra và đề xuất xử lý của Trưởng đoàn kiểm tra gồm:","Tóm tắt kết quả kiểm tra; đề xuất xử lý đối với các tồn tại, sai phạm, vướng mắc qua kiểm tra; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có); kiến nghị về sửa đổi quy định, quy trình, quy chế (nếu có).","Tóm tắt kết quả kiểm tra; đề xuất xử lý đối với các tồn tại, sai phạm, vướng mắc qua kiểm tra; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có).","Tóm tắt kết quả kiểm tra; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có); kiến nghị về sửa đổi quy định, quy trình, quy chế (nếu có).","Tóm tắt kết quả kiểm tra; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có).",1,Điểm c Khoản 2 Điều 16 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
43,"Theo QĐ 376/QĐ-HĐVT-KTNB, Đơn vị kiểm tra của Agribank gồm:","Phòng Kiểm tra, kiểm soát nội bộ thuộc Chi nhánh loại I, loại II, Đơn vị sự nghiệp.","Ban Kiểm soát; Kiểm toán nội bộ; Ban Kiểm tra, giám sát nội bộ.","Bộ phận kiểm tra, kiểm soát nội bộ chuyên trách và các đơn vị trực tiếp hoặc đề xuất thực hiện hoạt động kiểm tra nội bộ.","Phòng Kiểm tra, kiểm soát nội bộ thuộc Chi nhánh loại I, loại II.",3,Khoản 15 Điều 2  Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
44,"Theo QĐ 376/QĐ-HĐVT-KTNB, Một đoàn kiểm tra được gia hạn tối đa mấy lần?",  02 lần ,03 lần ,04 lần , Không được gia hạn.,1,Điểm c Khoản 4 Điều 11 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
45,"Theo QĐ 376/QĐ-HĐVT-KTNB, Nội dung báo cáo kết quả kiểm tra và đề xuất xử lý của Thành viên đoàn kiểm tra gồm:","Báo cáo các nội dung được phân công, phạm vi kiểm tra gửi Trưởng đoàn kiểm tra.","Đề xuất kiến nghị cụ thể đối với các tồn tại, sai phạm, vướng mắc qua kiểm tra; kiến nghị về sửa đổi quy định, quy trình, quy chế (nếu có).","Báo cáo các nội dung được phân công, phạm vi kiểm tra, những mặt được, những mặt tồn tại; đề xuất kiến nghị cụ thể đối với các tồn tại, sai phạm, vướng mắc qua kiểm tra và các kiến nghị sửa đổi quy định, quy trình, quy chế (nếu có).","Báo cáo các nội dung được phân công, phạm vi kiểm tra; những mặt tồn tại; kiến nghị kiểm điểm, xử lý trách nhiệm cá nhân, tập thể có liên quan (nếu có).",3,Điểm a Khoản 2 Điều 16 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
46,"Theo QĐ 376/QĐ-HĐVT-KTNB, Kế hoạch kiểm tra bao gồm các nội dung cơ bản nào?","Mục đích, yêu cầu, nội dung kiểm tra (đơn vị kiểm tra, đơn vị được kiểm tra, thời gian tiến hành kiểm tra, phân công tổ chức thực hiện,…).","Thời hiệu, phạm vi kiểm tra; tài liệu, căn cứ kiểm tra.",Đề cương kiểm tra.,"Đơn vị kiểm tra, đơn vị được kiểm tra, thời gian tiến hành kiểm tra, phân công tổ chức thực hiện,…",1,Khoản 1 Điều 9  Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
47,"Theo QĐ 376/QĐ-HĐVT-KTNB, hình thức kiểm tra nào không phải lập đề cương kiểm tra?",Hình thức kiểm tra đột xuất.,Kiểm tra chuyên đề.,Kiểm tra toàn diện.,Tự kiểm tra.,1,Khoản 2 Điều 17 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
48,"Theo QĐ 376/QĐ-HĐVT-KTNB, số lượng Biên bản kiểm tra là bao nhiêu?",Tối thiểu 01 bản gốc.,Tối thiểu 02 bản gốc.,Tối thiểu 02 bản chính.,"Tối thiểu 02 bản gốc, 01 bản chính.",4,Điểm c Khoản 2 Điều 15 Quyết định số 376/QĐ-HĐVT-KTNB ngày 25/6/2021
49,"Theo QĐ 376/QĐ-HĐVT-KTNB, Thời gian tối đa mà đoàn kiểm tra đột xuất, kiểm tra xác minh đơn thư thực hiện kiểm tra tại đơn vị được kiểm tra là bao nhiêu ngày?",Tối đa 60 ngày làm việc kể từ ngày nhận được thông tin vụ việc hoặc đơn thư khiếu nại.,Tối đa 30 ngày làm việc kể từ ngày nhận được thông tin vụ việc hoặc đơn thư khiếu nại.,"Tùy theo tính chất vụ việc và/hoặc sự kiện rủi ro hoạt động hoặc nội dung kiểm tra, Cấp có thẩm quyền quyết định thời gian kiểm tra.",Tối đa 20 ngày làm việc kể từ ngày nhận được thông tin vụ việc hoặc đơn thư khiếu nại.,3,"Theo Điểm b Khoản 4 Điều 11, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
50,"Theo QĐ 376/QĐ-HĐVT-KTNB, Đoàn kiểm tra có những nhiệm vụ và quyền hạn nào?",#NAME?,"- Bảo mật tài liệu, thông tin, số liệu, kết quả kiểm tra theo quy định của pháp luật và quy định nội bộ của Agribank.
- Báo cáo Cấp có thẩm quyền ra quyết định kiểm tra (hoặc người được ủy quyền) hoặc Trưởng đơn vị đầu mối kiểm tra (nếu được Cấp có thẩm quyền ra quyết định ủy quyền, cho phép) các trường hợp có thể ảnh hưởng đến tính độc lập, khách quan của cán bộ kiểm tra trong quá trình thực hiện công việc.  
- Thực hiện các nhiệm vụ khác được Cấp có thẩm quyền giao (nếu có).",#NAME?,Tất cả các đáp án trên.,4,"Theo Khoản 1 Điều 12, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
51,"Theo QĐ 376/QĐ-HĐVT-KTNB, một số quyền hạn và nhiệm vụ của  Trưởng đoàn kiểm tra là?","Tổ chức phân công và trực tiếp thực hiện kiểm tra theo quyết định và đề cương kiểm tra được Cấp có thẩm quyền phê duyệt. 

"," Chịu trách nhiệm về tính trung thực, chính xác của kết quả kiểm tra do mình thực hiện.
  Đầu mối liên hệ với đơn vị được kiểm tra; báo cáo về đơn vị đầu mối kiểm tra khi có khó khăn, vướng mắc trong quá trình thực hiện nhiệm vụ của Đoàn kiểm tra, vấn đề phát sinh vượt thẩm quyền của Trưởng đoàn."," Trong quá trình kiểm tra tại đơn vị, nếu phát hiện sai phạm nghiêm trọng, dấu hiệu/khả năng xảy ra rủi ro cao, hành vi này không được ngăn chặn kịp thời thì xảy ra tổn thất lớn, nguy hại cho hoạt động kinh doanh, Trưởng đoàn kiểm tra yêu cầu người đứng đầu đơn vị được kiểm tra hoặc báo cáo Cấp có thẩm quyền (qua đơn vị đầu mối kiểm tra) đề xuất biện pháp xử lý ngay trong thời gian kiểm tra, có thể quyết định tạm đình chỉ việc tiếp tục thực hiện nghiệp vụ/bút toán đó.",Tất cả các đáp án trên.,4,"Theo Khoản 2 Điều 12, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
52,"Theo QĐ 376/QĐ-HĐVT-KTNB, thành viên đoàn kiểm tra có quyền hạn và nhiệm vụ gì? ","Chấp hành sự phân công của Trưởng đoàn; Được quyền bảo lưu ý kiến và chịu trách nhiệm về kết quả kiểm tra, đánh giá, đề xuất, kiến nghị của mình.","Thực hiện kiểm tra, báo cáo kết quả kiểm tra trong phạm vi nhiệm vụ được Trưởng đoàn phân công; tham gia dự thảo kết luận kiểm tra trong trường hợp kiểm tra, xác minh đơn thư theo quy định tại Điều 18 Quy chế 376/QĐ-HĐTV-KTNB ngày 25/6/2021.","Chịu trách nhiệm cá nhân về chất lượng, tính trung thực, chính xác, hợp lý đối với các nội dung kiểm tra của mình; báo cáo kịp thời Trưởng đoàn trường hợp phát hiện sai phạm nghiêm trọng, xảy ra rủi ro cao, tổn thất lớn; bảo mật tài liệu, thông tin, số liệu, kết quả kiểm tra theo quy định của pháp luật và quy định nội bộ của Agribank.",Tất cả các đáp án trên.,4,"Theo Khoản 4 Điều 12, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
53,"Theo QĐ 376/QĐ-HĐVT-KTNB, Phúc tra được hiểu như thế nào? ","Phúc tra là việc rà soát, xem xét, đánh giá kết quả kiểm tra của các Đoàn kiểm tra đã thực hiện trước đó và/hoặc kiểm tra việc khắc phục và chấn chỉnh tồn tại, sai phạm được phát hiện qua các cuộc giám sát, thanh tra, kiểm tra, kiểm toán.",Phúc tra là việc đánh giá kết quả kiểm tra của các Đoàn kiểm tra đã thực hiện trước đó.,"Phúc tra là việc rà soát kết quả khắc phục và chấn chỉnh tồn tại, sai phạm được phát hiện qua các cuộc giám sát, thanh tra, kiểm tra, kiểm toán.","Phúc tra là đánh giá kết quả kiểm tra, kiểm toán, thanh tra của các Đoàn kiểm tra, kiểm toán, thanh tra đã thực hiện trước đó.",1,Theo Điểm e Khoản 21 Điều 2 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021
54,"Theo QĐ 376/QĐ-HĐVT-KTNB, Kiểm tra xác minh đơn thư được hiểu như thế nào?","Kiểm tra, xác minh đơn thư là việc Cấp có thẩm quyền thành lập Đoàn kiểm tra để kiểm tra, xác minh nội dung đơn khiếu nại, tố cáo, kiến nghị, phản ánh.","Kiểm tra, xác minh đơn thư là kiểm tra, xác minh nội dung đơn khiếu nại, tố cáo, kiến nghị, phản ánh của cán bộ trong hệ thống Agribank.","Kiểm tra, xác minh đơn thư là việc Cấp có thẩm quyền thành lập Đoàn kiểm tra để kiểm tra, xác minh nội dung đơn khiếu nại.","Kiểm tra, xác minh đơn thư là việc Cấp có thẩm quyền thành lập Đoàn kiểm tra để kiểm tra, xác minh nội dung đơn tố cáo.",1,Theo Điểm d Khoản 21 Điều 2 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021
55,"Theo QĐ 376/QĐ-HĐVT-KTNB, để xây dựng kế hoạch, đề cương kiểm tra hàng năm cần dựa trên các cơ sở nào sau đây?","- Các chương trình, nhiệm vụ trọng tâm của ngành ngân hàng, của Agribank.
 - Các văn bản chỉ đạo của NHNN và các Cơ quan quản lý Nhà nước có thẩm quyền (nếu có).
- Kết quả thanh tra, kiểm tra, kiểm toán của các cơ quan quản lý Nhà nước có thẩm quyền thực hiện.","- Thông tin về tình hình kinh tế, thị trường.
 - Chỉ đạo của Hội đồng thành viên, Ban điều hành Agribank; mục tiêu, chính sách, chiến lược, định hướng, kế hoạch kinh doanh trong từng thời kỳ của Agribank, của đơn vị.
- Nguồn lực thực hiện công tác kiểm tra.",#NAME?,"Tất cả các đáp án trên.
",4,Theo Điều 8 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
56,"Theo QĐ 376/QĐ-HĐVT-KTNB, đối với hoạt động kiểm tra Hội đồng thành viên có thẩm quyền phê duyệt những nội dung nào?","Định hướng mục tiêu, chiến lược, nhiệm vụ của hoạt động kiểm tra trong hệ thống Agribank.
"," Phê duyệt kế hoạch, nội dung kiểm tra việc thực hiện các Nghị quyết, chỉ đạo của Hội đồng thành viên.

", Phê duyệt kế hoạch kiểm tra đối với Công ty con theo đề nghị của Tổng giám đốc. Các trường hợp đã có phân cấp theo quy định nội bộ về công tác kiểm tra đối với Công ty con thì thực hiện theo phân cấp nội bộ.,"Tất cả các đáp án trên.
",4,Theo Khoản 1 Điều 10 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
57,"Theo QĐ 376/QĐ-HĐVT-KTNB, đối với hoạt động kiểm tra Tổng Giám đốc có thẩm quyền phê duyệt những nội dung nào?","- Phê duyệt kế hoạch, đề cương kiểm tra nội bộ trong hệ thống Agribank.
- Thành lập Đoàn kiểm tra; chỉ đạo, tổ chức thực hiện việc kiểm tra, phúc tra.

","- Căn cứ kế hoạch kiểm tra Công ty con được Hội đồng thành viên phê duyệt, Tổng Giám đốc thông báo kế hoạch kiểm tra Công ty con; phê duyệt đề cương kiểm tra đối với Công ty con; ban hành văn bản yêu cầu Ban Kiểm soát/kiểm soát viên các Công ty con tổ chức, thực hiện kiểm tra theo đề cương đã được phê duyệt. ","- Phê duyệt điều chỉnh kế hoạch, đề cương kiểm tra (nếu có).
- Chỉ đạo và tổ chức kiểm tra đột xuất, kiểm tra, xác minh đơn thư (ngoài kế hoạch kiểm tra đã được phê duyệt), phúc tra theo yêu cầu của Hội đồng thành viên hoặc khi phát sinh vụ việc và/hoặc sự kiện rủi ro hoạt động, đơn thư, dấu hiệu vi phạm/đáng ngờ... ","Tất cả các đáp án trên.
",4,Theo Khoản 2 Điều 10 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
58,"Theo QĐ 376/QĐ-HĐVT-KTNB, Ban Kiểm tra, giám sát nội bộ tổng hợp, xây dựng kế hoạch, đề cương kiểm tra toàn hệ thống trình Tổng Giám đốc phê duyệt vào thời gian nào?",Trước ngày 30 tháng 12.,Trước ngày 15 tháng 12 hàng năm.,Trước ngày 31 tháng 12. ,Trước ngày 20 tháng 12.,2,Theo điểm a Khoản 3 Điều 10 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021.
59,"Theo QĐ 376/QĐ-HĐVT-KTNB, đối với các vụ việc và/hoặc sự kiện rủi ro hoạt động, đơn thư phát sinh đơn vị nào thực hiện báo cáo kết quả khắc phục ?",Ban KTGS.,Đoàn kiểm tra.,Ban KTGS và Đoàn kiểm tra.,Đơn vị đầu mối xử lý do cấp có thẩm quyền giao.,4,"Theo tiết (c) khoản 1 Điều 22, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
60,"Theo QĐ 376/QĐ-HĐVT-KTNB, đơn vị được kiểm tra có quyền hạn và nhiệm vụ gì?","Kiểm tra thuộc nội dung được quy định tại quyết định, kế hoạch và đề cương đã được Cấp có thẩm quyền phê duyệt.
- Từ chối những yêu cầu của Đoàn kiểm tra ngoài phạm vi, nhiệm vụ của Đoàn kiểm tra. Việc từ chối phải nêu rõ lý do, lập thành văn bản gửi đến Đoàn kiểm tra và lưu tại đơn vị để làm cơ sở xem xét trách nhiệm của các bên liên quan.","- Chuẩn bị, bố trí và tạo điều kiện cần thiết về cơ sở vật chất, thiết bị, phương tiện; cử cán bộ của đơn vị làm đầu mối cung cấp thông tin, tài liệu cho Đoàn kiểm tra trong thời gian Đoàn kiểm tra thực hiện kiểm tra tại đơn vị.
- Đề xuất Cấp có thẩm quyền (qua Đoàn kiểm tra) những vấn đề bất cập về cơ chế chính sách, quy chế, quy định, quy trình nghiệp vụ của Agribank.","- Cung cấp đầy đủ, kịp thời và chịu trách nhiệm về tính chính xác của hồ sơ, tài liệu; phối hợp tổ chức kiểm tra, đối chiếu thực tế theo yêu cầu của Đoàn kiểm tra; tạo điều kiện thuận lợi để Đoàn kiểm tra hoàn thành nhiệm vụ.
- Bảo mật thông tin và nội dung liên quan đến cuộc kiểm tra.
- Thực hiện nghiêm túc các kết luận, kiến nghị của Đoàn kiểm tra và văn bản chỉ đạo, khắc phục sau kiểm tra của Cấp có thẩm quyền.",Tất cả các đáp án trên.,4,"Theo Điều 13, QĐ 376/QĐ-HĐVT-KTNB ngày 25/6/2021"
61,"Theo Văn bản 12699/NHNo-KTNB ngày 15/12/2022, Biên bản kiểm tra gồm các nội dung chính nào sau đây?"," Thành phần (thành viên đoàn kiểm tra, Đối tượng được kiểm tra).
 Nội dung và phạm vi kiểm tra.
 Kết quả kiểm tra.
 Kết quả thực hiện khắc phục kiến nghị sau thanh tra, kiểm tra, kiểm toán.
 Trách nhiệm của cán bộ liên quan (Cán bộ diện Hội đồng thành viên, Tổng Giám đốc quản lý; Cán bộ diện chi nhánh quản lý)
 Nhận xét và kiến nghị (Nhận xét; Kiến nghị với đối tượng kiểm tra; Kiến nghị với Agribank; Ý kiến của đối tượng kiểm tra)."," Thành phần (thành viên đoàn kiểm tra, Đối tượng được kiểm tra).
 Nội dung và phạm vi   kiểm tra.
- Kết quả kiểm tra.
- Kết quả thực hiện khắc phục kiến nghị sau thanh tra, kiểm tra, kiểm toán.
- Nhận xét và kiến nghị (Nhận xét; Kiến nghị với đối tượng kiểm tra; Kiến nghị với Agribank; Ý kiến của đối tượng kiểm tra).","- Thành phần (thành viên đoàn kiểm tra, Đối tượng được kiểm tra).
- Nội dung và phạm vi   kiểm tra.
- Kết quả kiểm tra.
- Trách nhiệm của cán bộ liên quan (Cán bộ diện Hội đồng thành viên, Tổng Giám đốc quản lý; Cán bộ diện chi nhánh quản lý)
- Nhận xét và kiến nghị (Nhận xét; Kiến nghị với đối tượng kiểm tra; Kiến nghị với Agribank; Ý kiến của đối tượng kiểm tra).",,1,Theo mẫu số 07/KTNB (VB 12699/NHN-KTNB ngày 15/12/2022)
62,"Theo Văn bản 12699/NHNo-KTNB ngày 15/12/2022, Báo cáo kết quả kiểm tra, đề xuất xử lý sau kiểm tra gồm các nội dung chính nào sau đây?",#NAME?,"
- Tồn tại, sai phạm trọng yếu qua kiểm tra.
- Kết quả thực hiện khắc phục kiến nghị sau thanh tra, kiểm tra, kiểm toán.
- Trách nhiệm của cá nhân, tập thể.
- Kiến nghị của Đoàn kiểm tra.",#NAME?,#NAME?,1,Theo mẫu số 08/KTNB (VB  12699/NHN-KTNB ngày 15/12/2022)
63,"Theo VB số 12699/NHNo-KTNB ngày 15/12/2022, đối tượng áp dụng Sổ tay hướng dẫn kiểm tra nghiệp vụ trong hệ thống Agribank gồm?","- Các đơn vị, cá nhân có liên quan đến công tác kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất các hoạt động nghiệp vụ của Agribank.
- Tài liệu hướng dẫn này không áp dụng đối với hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát, hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn.","-'Các đơn vị và cá nhân có liên quan đến công tác giám sát; kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất; kiểm tra, xác minh đơn thư; phúc tra của Agribank (không bao gồm hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát Agribank; hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn). 
","- Các đơn vị, cá nhân có liên quan đến công tác kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất các hoạt động nghiệp vụ của Agribank
- Tài liệu hướng dẫn này không áp dụng đối với hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát, hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn
- Nghiệp vụ kiểm tra, xác minh đơn thư, Tổng Giám đốc ban hành Tài liệu hướng dẫn riêng."," - Tài liệu hướng dẫn này không áp dụng đối với hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát, hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn.
 - Nghiệp vụ kiểm tra, xác minh đơn thư, Tổng Giám đốc ban hành Tài liệu hướng dẫn riêng.",3,Theo VB số 12699/NHNo-KTNB ngày 15/12/2022 (Lời mở đầu)
64,"Theo Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021, hoạt động kiểm tra nội bộ trong hệ thống Agribank áp dụng cho các đối tượng nào?","Các đơn vị và cá nhân có liên quan đến công tác giám sát; kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất; kiểm tra, xác minh đơn thư; phúc tra của Agribank (không bao gồm hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát Agribank; hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn). Chi nhánh Agribank ở nước ngoài áp dụng Quy chế này, quy định khác của Agribank có liên quan và quy định pháp luật của nước sở tại.","Các đơn vị và cá nhân có liên quan đến công tác giám sát; kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất; kiểm tra, xác minh đơn thư; phúc tra của Agribank (bao gồm hoạt động giám sát, kiểm toán nội bộ của Ban Kiểm soát Agribank; hoạt động kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn).","Các đơn vị và cá nhân có liên quan đến công tác giám sát; kiểm tra toàn diện; kiểm tra chuyên đề; kiểm tra đột xuất; kiểm tra, xác minh đơn thư; phúc tra của Agribank (không bao gồm hoạt động giám sát, kiểm tra của Đảng, hoạt động kiểm tra của Công đoàn).",Các đơn vị và cá nhân có liên quan đến công tác giám sát; kiểm tra toàn diện; kiểm tra chuyên đề.,1,Theo Điều 1 Quyết định 376/QĐ-HĐTV-KTNB ngày 25/6/2021
65,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, Đối với khách hàng vượt thẩm quyền vay vốn lưu động thời điểm thực hiện kiểm tra là:",Một năm ít nhất 1 lần.,Ít nhất 3 tháng/lần.,Ít nhất 6 tháng/lần.,Ít nhất 5 tháng/lần.,1,Theo điểm a khoản 2 Điều 65 QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023
66,"Theo QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023, kiểm tra khách hàng vượt thẩm quyền bao gồm các nội dung nào?",#NAME?," - Đánh giá tình hình chấp hành các nội dung cho vay theo văn bản thông báo phê duyệt cho vay của cấp có thẩm quyền.
 - Kiểm tra chọn mẫu việc giải ngân, sử dụng vốn vay theo mục đích vay vốn đã ghi trong HĐTD.","
- Đánh giá tình hình thực hiện phương án, dự án kinh doanh, tình hình tài. chính, khả năng trả nợ của khách hàng
- Kết quả xếp hạng khách hàng trên HTXH.
- Các nội dung khác (nếu có).
",Đáp án 2 và 3.,4,Theo khoản 3 Điều 65 QĐ số 2268/QyĐ-NHNo-TD ngày 19/9/2023
